4.45E+00	6.76E+01	2.79E+01
8.47E+00	6.13E+01	3.02E+01
3.53E+00	6.92E+01	2.73E+01
8.96E+00	6.26E+01	2.84E+01
5.76E+00	6.57E+01	2.85E+01
3.57E+00	6.47E+01	3.17E+01
6.57E+00	6.01E+01	3.34E+01
2.13E+00	6.75E+01	3.03E+01
7.07E+00	6.16E+01	3.13E+01
4.60E+00	6.34E+01	3.20E+01
3.86E+00	6.54E+01	3.07E+01
6.99E+00	6.08E+01	3.22E+01
2.42E+00	6.83E+01	2.93E+01
7.03E+00	6.30E+01	2.99E+01
4.97E+00	6.41E+01	3.09E+01
3.20E+00	6.51E+01	3.17E+01
6.21E+00	6.04E+01	3.34E+01
1.82E+00	6.78E+01	3.03E+01
6.07E+00	6.25E+01	3.14E+01
4.26E+00	6.38E+01	3.20E+01
3.82E+00	6.40E+01	3.22E+01
6.90E+00	5.95E+01	3.36E+01
2.44E+00	6.69E+01	3.06E+01
7.40E+00	6.10E+01	3.16E+01
4.93E+00	6.28E+01	3.23E+01
4.41E-17	6.86E+01	3.14E+01
3.59E+00	6.41E+01	3.23E+01
2.10E-19	6.96E+01	3.04E+01
3.21E+00	6.67E+01	3.01E+01
1.46E+00	6.73E+01	3.13E+01
3.31E-16	6.58E+01	3.42E+01
1.67E+00	6.31E+01	3.52E+01
5.77E-16	6.64E+01	3.36E+01
1.35E+00	6.58E+01	3.28E+01
1.76E-17	6.58E+01	3.42E+01
2.73E-16	6.66E+01	3.34E+01
2.07E+00	6.37E+01	3.42E+01
1.12E-15	6.74E+01	3.26E+01
1.71E+00	6.65E+01	3.18E+01
7.64E-02	6.73E+01	3.26E+01
1.39E-15	6.56E+01	3.44E+01
1.30E+00	6.35E+01	3.52E+01
2.63E-18	6.62E+01	3.38E+01
9.43E-01	6.63E+01	3.27E+01
1.00E-06	6.57E+01	3.43E+01
8.01E-17	6.53E+01	3.47E+01
1.99E+00	6.26E+01	3.54E+01
1.00E-06	6.63E+01	3.37E+01
1.68E+00	6.53E+01	3.30E+01
7.00E-02	6.56E+01	3.44E+01
2.57E+00	6.72E+01	3.03E+01
5.82E+00	6.29E+01	3.13E+01
1.21E+00	7.02E+01	2.86E+01
5.02E+00	6.63E+01	2.86E+01
4.13E+00	6.56E+01	3.03E+01
1.05E+00	6.60E+01	3.30E+01
4.05E+00	6.18E+01	3.42E+01
1.67E-20	6.81E+01	3.19E+01
3.66E+00	6.47E+01	3.16E+01
2.49E+00	6.44E+01	3.31E+01
1.36E+00	6.66E+01	3.20E+01
4.41E+00	6.24E+01	3.32E+01
1.96E-01	6.90E+01	3.09E+01
3.96E+00	6.54E+01	3.06E+01
2.82E+00	6.50E+01	3.22E+01
7.68E-01	6.63E+01	3.29E+01
3.71E+00	6.21E+01	3.42E+01
1.04E-16	6.81E+01	3.19E+01
3.29E+00	6.52E+01	3.15E+01
2.18E+00	6.47E+01	3.31E+01
1.38E+00	6.53E+01	3.33E+01
4.32E+00	6.13E+01	3.44E+01
2.12E-01	6.77E+01	3.21E+01
3.94E+00	6.42E+01	3.19E+01
2.78E+00	6.39E+01	3.34E+01
1.32E+00	6.82E+01	3.04E+01
4.35E+00	6.43E+01	3.14E+01
6.00E-18	7.09E+01	2.91E+01
3.64E+00	6.74E+01	2.90E+01
2.78E+00	6.68E+01	3.04E+01
1.00E-06	6.66E+01	3.34E+01
2.78E+00	6.26E+01	3.46E+01
3.44E-16	6.75E+01	3.25E+01
