
4.111346424302030761e-02	6.180481465952888387e-01	3.408383891616909023e-01	
1.280655757254308691e-01	7.019025792679758347e-01	1.700318450065933240e-01	
1.030179646802991886e-02	6.817883449912969240e-01	3.079098585406731536e-01	
0.000000000000000000e+00	7.117143255962371517e-01	2.882856744037628483e-01	
1.080384769160593061e-02	6.813059326084323075e-01	3.078902196999618868e-01	
4.088267233048061000e-02	5.033413980132966925e-01	4.557759296562227114e-01	
4.589894854393835461e-02	5.978850364999348521e-01	3.562160149561268141e-01	
0.000000000000000000e+00	5.702221804581715237e-01	4.297778195418284763e-01	
6.971281519826304229e-02	5.134343113229573596e-01	4.168528734787795287e-01	
2.572244362117513325e-02	8.698111691919958588e-01	1.044663871868291016e-01	
1.077347661183751942e-01	6.125163859533826471e-01	2.797488479282421725e-01	
3.908395444043982758e-02	8.118667316858080296e-01	1.490493138737521706e-01	
0.000000000000000000e+00	7.257713347187357833e-01	2.742286652812641057e-01	
3.349581392506569000e-02	5.844336554124410776e-01	3.820705306624932462e-01	
0.000000000000000000e+00	5.197979508052775754e-01	4.802020491947223690e-01	
1.002723638731887884e-01	5.948143777749770322e-01	3.049132583518343043e-01	
1.393755278268400677e-01	6.376184378281134491e-01	2.230060343450465388e-01	
3.027219631174134923e-02	8.135730490211897648e-01	1.561547546670689068e-01	
1.705857045461384863e-02	5.247595713520570859e-01	4.581818581933289614e-01	
6.415747654872218375e-02	5.480559489811578366e-01	3.877865744701199380e-01	
0.000000000000000000e+00	7.248135654387769522e-01	2.751864345612230478e-01	
1.733422106548874672e-02	7.458056005050077708e-01	2.368601784295035206e-01	
3.386717102037262728e-01	5.655056567429920245e-01	9.582263305328178604e-02	
0.000000000000000000e+00	8.644554061494837960e-01	1.355445938505162318e-01	
0.000000000000000000e+00	6.432285341300424397e-01	3.567714658699575048e-01	
7.004695388661141831e-02	7.372752226577889978e-01	1.926778234555995839e-01	
3.628210547890059479e-02	7.271647615462748515e-01	2.365531329748246092e-01	
1.285993656952783872e-02	5.547115889254672361e-01	4.324284745050048784e-01	
0.000000000000000000e+00	6.149953606136000506e-01	3.850046393864000049e-01	
