
4.192766153039805266e-01	2.343017110167246730e-01	3.464216736792948836e-01	
3.790705592406113378e-01	3.278983903979030834e-01	2.930310503614856898e-01	
2.669058650814974953e-01	2.141696091187738904e-01	5.189245257997285865e-01	
3.158864409600522505e-01	2.659514619564812277e-01	4.181620970834665219e-01	
2.090033852461309627e-01	6.274361872049097899e-01	1.635604275489592196e-01	
3.362399155437996168e-01	4.665910472343008375e-01	1.971690372218994625e-01	
3.405402851313654722e-01	2.475770077631464228e-01	4.118827071054880773e-01	
3.132722056300761837e-01	4.292809304517730684e-01	2.574468639181508034e-01	
3.217148248804085342e-01	4.791496856035225016e-01	1.991354895160689642e-01	
4.383086138710638457e-01	2.485810350597759399e-01	3.131103510691602421e-01	
4.719775204031838589e-01	1.921612047864131034e-01	3.358612748104031764e-01	
3.749460883210438134e-01	2.905995331725327313e-01	3.344543785064235664e-01	
2.672064993171767711e-01	5.294899534610558733e-01	2.033035472217674111e-01	
3.833255026328346027e-01	4.998210045963243364e-01	1.168534927708409360e-01	
3.207624649000593853e-01	1.995368408399022242e-01	4.797006942600383073e-01	
3.394871351466525189e-01	4.158175409851436188e-01	2.446953238682038345e-01	
3.043967484388278577e-01	3.105916412860568188e-01	3.850116102751153235e-01	
3.829126863907356126e-01	3.716675170036195519e-01	2.454197966056447522e-01	
4.308689252906837130e-01	4.065198185573712375e-01	1.626112561519450217e-01	
2.920237460050469358e-01	2.550690060516614399e-01	4.529072479432916798e-01	
2.804168751436396656e-01	3.362638133545345354e-01	3.833193115018258545e-01	
2.098610395043478682e-01	4.185545173741599956e-01	3.715844431214921362e-01	
5.044114660832440533e-01	1.832679940862488310e-01	3.123205398305071157e-01	
2.146903355512002620e-01	3.549633998568690885e-01	4.303462645919307605e-01	
2.401291093525195208e-01	5.003054368917529970e-01	2.595654537557275376e-01	
3.134558810469768586e-01	6.303841922019582933e-01	5.615992675106488280e-02	
3.665806055701915644e-01	2.668352443775653393e-01	3.665841500522429852e-01	
2.749586861686312278e-01	2.754379723197993290e-01	4.496033415115694987e-01	
2.617666685620068656e-01	4.822218859496273935e-01	2.560114454883656854e-01	
3.889321485471151085e-01	5.105015519209080699e-01	1.005662995319769326e-01	
3.448122884495073426e-01	3.708589131324958044e-01	2.843287984179968531e-01	
3.008407063456736141e-01	3.749958655116334416e-01	3.241634281426930553e-01	
3.784279847816686138e-01	4.407665854619358115e-01	1.808054297563957136e-01	
2.924498793181881107e-01	2.865903985088929518e-01	4.209597221729189931e-01	
2.591405010367624495e-01	2.965460125299275163e-01	4.443134864333100342e-01	
2.500938300371878253e-01	3.329350860996289629e-01	4.169710838631832672e-01	
4.488069604738323948e-01	2.395122622574594184e-01	3.116807772687082423e-01	
