
9.061351909782831004e-01	0.000000000000000000e+00	9.386480902171677465e-02	
7.585267473395357340e-01	3.759140774511359612e-02	2.038818449153507184e-01	
5.211502961140476176e-01	5.915456973821656833e-02	4.196951341477357378e-01	
8.052784653265436798e-01	3.594635959720304114e-02	1.587751750762532721e-01	
4.940247302570551780e-01	3.921965394018734341e-01	1.137787303410713463e-01	
7.379990881617553011e-01	1.252278888195896833e-01	1.367730230186549323e-01	
8.006104976337047319e-01	4.313723510450027943e-02	1.562522672617948916e-01	
6.141032216316968384e-01	1.419037193936437680e-01	2.439930589746594491e-01	
8.004192973107407960e-01	1.744150480095690847e-01	2.516565467969019212e-02	
8.724932815578849699e-01	0.000000000000000000e+00	1.275067184421149746e-01	
8.653790013930912073e-01	1.430403561777072834e-02	1.203169629891380626e-01	
7.527819081747901819e-01	6.959099792861497824e-02	1.776270938965948121e-01	
5.362348569040339408e-01	2.053795750655522390e-01	2.583855680304138480e-01	
8.130058791831693554e-01	1.726332673071426516e-01	1.436085350968801383e-02	
8.355281984532032524e-01	9.115584490349586816e-03	1.553562170564471157e-01	
5.938208692297384239e-01	1.050351571348105834e-01	3.011439736354511454e-01	
5.675875857237032696e-01	2.879060754349326290e-01	1.445063388413641292e-01	
8.510138818097977564e-01	3.120965085485560148e-02	1.177764673353465796e-01	
9.100041149884025016e-01	8.817286128697385261e-02	1.823023724623803674e-03	
7.374756921306127033e-01	2.804474806242315821e-02	2.344795598069641662e-01	
7.892064237444996744e-01	6.399754616443063815e-02	1.467960300910695903e-01	
4.919446349249793071e-01	3.659410331238176495e-01	1.421143319512030989e-01	
8.380153751434661347e-01	3.882678782658249492e-03	1.581019460738756488e-01	
5.104004477361541170e-01	6.744618214738376527e-02	4.221533701164622010e-01	
5.447727261444580416e-01	1.754887396243328401e-01	2.797385342312092016e-01	
6.423341334731872410e-01	3.506873763342729378e-01	6.978490192539883730e-03	
8.717121992695000543e-01	1.709785677916960539e-03	1.265780150525828429e-01	
6.418153075628429960e-01	1.884295450620991630e-01	1.697551473750577855e-01	
