
2.403671436615744880e-02	6.864750491741050675e-01	2.894882364597374802e-01	
1.435455142079982149e-01	7.937531512754747443e-01	6.270133451652701306e-02	
0.000000000000000000e+00	7.631360346292024310e-01	2.368639653707975412e-01	
4.939530350557159825e-03	7.833961266539106738e-01	2.116643429955321898e-01	
0.000000000000000000e+00	6.542208727008641533e-01	3.457791272991358467e-01	
2.065506019112907030e-02	4.681520788977958092e-01	5.111928609110751864e-01	
5.299215952582565781e-02	6.682890793157643117e-01	2.787187611584099889e-01	
2.205399218301492756e-02	5.416190015241244549e-01	4.363270062928605308e-01	
6.922622205765231740e-02	4.207765328070574018e-01	5.099972451352903224e-01	
1.699036321949832784e-01	7.713623604923640631e-01	5.873400731265279034e-02	
6.894453800064399319e-03	7.551014664836113166e-01	2.380040797163242572e-01	
2.821845298092557491e-02	9.073316064149850035e-01	6.444994060408942849e-02	
2.929589600916845601e-02	6.873764033318991995e-01	2.833277006589323133e-01	
6.093102639896642164e-03	5.577282537980736699e-01	4.361786435620296221e-01	
1.313172643137764384e-01	4.531317653240142240e-01	4.155509703622094486e-01	
1.053642225502425360e-02	6.459463059593846257e-01	3.435172717855911051e-01	
1.274640949496189390e-01	7.972899379982884005e-01	7.524596705209267433e-02	
1.825859886927094777e-02	9.265707614663245550e-01	5.517063966440454575e-02	
1.647475977863136487e-01	4.215188527794037077e-01	4.137335494342825881e-01	
6.483247917073969857e-02	6.203116388851911411e-01	3.148558819440690493e-01	
3.943182243850199518e-03	7.206289372679587357e-01	2.754278804881909459e-01	
0.000000000000000000e+00	8.849136977023732697e-01	1.150863022976266747e-01	
4.443787368932329840e-01	5.032945415639704656e-01	5.232672154279661286e-02	
0.000000000000000000e+00	9.690783375579256065e-01	3.092166244207434841e-02	
1.982207597207526206e-02	6.102326116321402649e-01	3.699453123957844869e-01	
0.000000000000000000e+00	7.540972481237857572e-01	2.459027518762142150e-01	
1.745361828000818183e-01	6.571776155103019601e-01	1.682862016896162494e-01	
9.244931014623711599e-03	6.266530372712352248e-01	3.641020317141410723e-01	
2.089281908617276681e-02	5.817497256746406720e-01	3.973574552391865300e-01	
8.925567748643248658e-03	5.669305442709168252e-01	4.241438879804399487e-01	
6.027009970558741721e-03	8.958342324093456766e-01	9.813875762009562076e-02	
0.000000000000000000e+00	9.044100913478235748e-01	9.558990865217636967e-02	
1.117867941921544955e-01	3.942054658176867288e-01	4.940077399901588451e-01	
1.665000110008453549e-02	8.421379071121040116e-01	1.412120917878113835e-01	
0.000000000000000000e+00	8.379012264266071375e-01	1.620987735733928625e-01	
1.079745858758838356e-02	6.136440831610840974e-01	3.755584582513275538e-01	
3.211753280593615534e-01	6.689925114114085858e-01	9.832160529229902468e-03	
3.625290523778645913e-02	9.637470947622135409e-01	0.000000000000000000e+00	
1.068686655967306387e-01	8.873856586568409366e-01	5.745675746428333640e-03	
9.099521797673021384e-02	8.960158469538376247e-01	1.298893506943210076e-02	
