3.62E-01	2.87E-01	3.52E-01
1.00E-06	8.00E-01	2.00E-01
1.00E-06	7.39E-01	2.61E-01
8.25E-19	4.88E-01	5.12E-01
1.00E-06	8.80E-01	1.20E-01
2.93E-18	3.32E-01	6.68E-01
9.01E-02	7.95E-01	1.15E-01
6.09E-02	7.43E-01	1.96E-01
1.00E-06	8.38E-01	1.62E-01
1.69E-01	5.57E-01	2.74E-01
1.39E-01	5.32E-01	3.29E-01
3.17E-01	3.26E-01	3.57E-01
1.00E-06	8.60E-01	1.40E-01
2.10E-01	5.35E-01	2.55E-01
1.75E-01	4.24E-01	4.01E-01
1.95E-01	5.31E-01	2.74E-01
1.00E-06	8.10E-01	1.90E-01
1.00E-06	7.97E-01	2.03E-01
4.89E-03	6.47E-01	3.49E-01
1.00E-06	7.73E-01	2.27E-01
1.00E-06	8.21E-01	1.79E-01
1.00E-06	8.06E-01	1.94E-01
3.50E-01	2.63E-01	3.88E-01
4.26E-17	7.81E-01	2.19E-01
1.00E-06	8.04E-01	1.96E-01
2.97E-17	7.89E-01	2.11E-01
1.75E-01	4.36E-01	3.89E-01
1.10E-16	7.64E-01	2.36E-01
4.14E-18	8.10E-01	1.90E-01
2.00E-16	7.95E-01	2.05E-01
1.31E-01	5.20E-01	3.49E-01
1.31E-01	5.93E-01	2.77E-01
1.31E-02	8.08E-01	1.79E-01
1.00E-06	8.19E-01	1.81E-01
1.00E-06	8.24E-01	1.76E-01
1.00E-06	7.95E-01	2.05E-01
7.77E-03	8.28E-01	1.64E-01
1.00E-06	8.28E-01	1.72E-01
4.41E-02	6.40E-01	3.16E-01
1.45E-17	8.04E-01	1.96E-01
1.21E-02	8.04E-01	1.84E-01
4.59E-17	8.13E-01	1.87E-01
1.00E-06	6.85E-01	3.15E-01
1.00E-06	7.87E-01	2.13E-01
1.18E-02	8.10E-01	1.78E-01
4.64E-17	8.18E-01	1.82E-01
1.00E-06	8.78E-01	1.22E-01
1.09E-16	7.93E-01	2.07E-01
2.20E-02	7.96E-01	1.82E-01
9.02E-18	8.23E-01	1.77E-01
6.17E-18	4.82E-01	5.18E-01
8.47E-17	7.49E-01	2.51E-01
1.88E-02	8.10E-01	1.71E-01
2.70E-17	8.29E-01	1.71E-01
3.42E-02	6.57E-01	3.08E-01
1.99E-18	8.06E-01	1.94E-01
2.17E-02	7.90E-01	1.88E-01
1.00E-06	8.16E-01	1.84E-01
1.27E-02	3.48E-01	6.39E-01
2.85E-18	7.91E-01	2.09E-01
2.19E-02	7.95E-01	1.83E-01
1.00E-06	8.20E-01	1.80E-01
5.34E-01	1.00E-06	4.66E-01
1.77E-01	5.02E-01	3.20E-01
3.69E-02	7.69E-01	1.94E-01
1.12E-03	8.22E-01	1.77E-01
2.14E-01	4.11E-01	3.75E-01
5.80E-03	7.90E-01	2.04E-01
3.29E-02	7.87E-01	1.81E-01
1.00E-06	8.31E-01	1.69E-01
5.66E-02	6.28E-01	3.15E-01
4.12E-03	8.00E-01	1.95E-01
3.61E-02	7.64E-01	1.99E-01
1.57E-03	8.14E-01	1.85E-01
5.14E-01	1.71E-16	4.86E-01
1.64E-02	7.61E-01	2.23E-01
3.63E-02	7.69E-01	1.94E-01
2.01E-03	8.18E-01	1.80E-01
1.52E-01	5.28E-01	3.20E-01
6.55E-03	7.86E-01	2.07E-01
3.59E-01	1.86E-01	4.56E-01
5.74E-01	4.26E-17	4.26E-01
1.33E-01	5.35E-01	3.31E-01
1.00E-06	8.93E-01	1.07E-01
1.00E-06	8.68E-01	1.32E-01
2.65E-01	4.52E-01	2.83E-01
1.78E-01	4.33E-01	3.89E-01
1.90E-01	5.26E-01	2.84E-01
6.52E-18	8.69E-01	1.31E-01
1.06E-01	7.10E-01	1.84E-01
1.00E-06	8.42E-01	1.58E-01
1.00E-06	8.78E-01	1.22E-01
5.74E-17	8.40E-01	1.60E-01
2.87E-01	4.00E-01	3.13E-01
1.71E-01	4.99E-01	3.29E-01
2.05E-01	5.12E-01	2.83E-01
8.07E-17	8.10E-01	1.90E-01
1.34E-16	7.96E-01	2.04E-01
6.36E-16	8.10E-01	1.90E-01
1.00E-06	6.39E-01	3.61E-01
5.95E-17	8.20E-01	1.80E-01
1.19E-16	8.05E-01	1.95E-01
7.97E-03	6.65E-01	3.27E-01
1.02E-17	7.80E-01	2.20E-01
3.24E-18	8.04E-01	1.96E-01
1.00E-06	7.88E-01	2.12E-01
4.25E-02	5.57E-01	4.00E-01
6.12E-17	7.63E-01	2.37E-01
1.01E-16	8.10E-01	1.90E-01
7.31E-18	7.94E-01	2.06E-01
2.09E-01	4.07E-01	3.84E-01
5.84E-17	7.70E-01	2.30E-01
1.25E-02	8.10E-01	1.78E-01
2.87E-17	8.19E-01	1.81E-01
3.19E-17	8.37E-01	1.63E-01
1.00E-06	7.93E-01	2.07E-01
5.53E-03	8.32E-01	1.62E-01
1.00E-06	8.27E-01	1.73E-01
5.37E-02	6.25E-01	3.21E-01
1.00E-06	8.03E-01	1.97E-01
1.08E-02	8.07E-01	1.82E-01
1.00E-06	8.12E-01	1.88E-01
8.04E-02	5.25E-01	3.94E-01
4.59E-17	7.87E-01	2.13E-01
1.05E-02	8.13E-01	1.76E-01
1.00E-06	8.17E-01	1.83E-01
1.99E-01	4.32E-01	3.69E-01
1.00E-06	7.93E-01	2.07E-01
2.72E-02	7.88E-01	1.85E-01
1.00E-06	8.22E-01	1.78E-01
2.22E-01	3.89E-01	3.88E-01
1.95E-01	4.86E-01	3.19E-01
2.27E-02	8.04E-01	1.73E-01
1.93E-18	8.29E-01	1.71E-01
4.18E-02	6.46E-01	3.12E-01
1.75E-01	5.39E-01	2.85E-01
2.65E-02	7.83E-01	1.91E-01
