EM1 EM2 EM3
1.826502132441407411e-01 3.992243980871622577e-01 4.181253886686969179e-01
1.913584028430814765e-01 4.117682893465980931e-01 3.968733078103203749e-01
2.002005730746306278e-01 3.976551569684084741e-01 4.021442699569608981e-01
1.876907610261852044e-01 3.846078426017396912e-01 4.277013963720751599e-01
1.931904754940212687e-01 3.839579086646108808e-01 4.228516158413678783e-01
1.753912417062031548e-01 3.931609786681153906e-01 4.314477796256814268e-01
1.838569410793408909e-01 4.047101320504928323e-01 4.114329268701662490e-01
1.927274668925213763e-01 3.911317335685786656e-01 4.161407995388999859e-01
1.799459259338523076e-01 3.782651640535729665e-01 4.417889100125747537e-01
1.855682425639939570e-01 3.778030467135877202e-01 4.366287107224183228e-01
1.753289723056956906e-01 3.761483557339029282e-01 4.485226719604015200e-01
1.834559710494876594e-01 3.889428588863139691e-01 4.276011700641983992e-01
1.922518194049143703e-01 3.752586258693343946e-01 4.324895547257513462e-01
1.797075816049037988e-01 3.615902494052544713e-01 4.587021689898418964e-01
1.852583999550341531e-01 3.611502068000032040e-01 4.535913932449625596e-01
1.771810926522981999e-01 3.939492614835747863e-01 4.288696458641270137e-01
1.858959167987946082e-01 4.062934290475857524e-01 4.078106541536196117e-01
1.946812884816422895e-01 3.923974433819346075e-01 4.129212681364231030e-01
1.820578119752880863e-01 3.795134623381944405e-01 4.384287256865175841e-01
1.875665510025693039e-01 3.787532245350438975e-01 4.336802244623867986e-01
1.822687944268035487e-01 4.036974079009010841e-01 4.140337976722953117e-01
1.936976158338154508e-01 4.126692668247627371e-01 3.936331173414218676e-01
2.012545313018094251e-01 3.999900258216271265e-01 3.987554428765634484e-01
1.894522593375988495e-01 3.863139463545235408e-01 4.242337943078775542e-01
1.924395040828942582e-01 3.884435589906717334e-01 4.191169369264339806e-01
1.746293153874769466e-01 3.977119427783643579e-01 4.276587418341587510e-01
1.858674481573403259e-01 4.057742720399158953e-01 4.083582798027436955e-01
1.934508410684781798e-01 3.936482229264706145e-01 4.129009360050512889e-01
1.812474784126510419e-01 3.800455414190209158e-01 4.387069801683280423e-01
1.845124842165899726e-01 3.824889860974506894e-01 4.329985296859594213e-01
1.746880937787952115e-01 3.805278072125131139e-01 4.447840990086917579e-01
1.855374581168195425e-01 3.899188848937252816e-01 4.245436569894551759e-01
1.930498106408447545e-01 3.776878976023427814e-01 4.292622917568124086e-01
1.811216831281946271e-01 3.632525347725932274e-01 4.556257820992121732e-01
1.843837408828442048e-01 3.656887810743129075e-01 4.499274780428429432e-01
1.769558134748742684e-01 3.981566843738703620e-01 4.248875021512555361e-01
1.884011232569313410e-01 4.069830411215815125e-01 4.046158356214871188e-01
1.958836084502134645e-01 3.945388683512034977e-01 4.095775231985829268e-01
1.838471283893247377e-01 3.808325564912690142e-01 4.353203151194062759e-01
1.869881120707782007e-01 3.830159370470793689e-01 4.299959508821424858e-01
1.808301075104742917e-01 4.112897100368670955e-01 4.078801824526586683e-01
1.955576271204260141e-01 4.172089369203150211e-01 3.872334359592590203e-01
2.014344220438288868e-01 4.057514526279401568e-01 3.928141253282309564e-01
1.890278504297068785e-01 3.929436752033084179e-01 4.180284743669847591e-01
1.941953347184485479e-01 3.923241622939671602e-01 4.134805029875842641e-01
1.752704665632034975e-01 4.041743132416217854e-01 4.205552201951746061e-01
1.894847838733113576e-01 4.094534038638636408e-01 4.010618122628249460e-01
1.955659303851262909e-01 3.983237697590795157e-01 4.061102998557941102e-01
1.829151550382251690e-01 3.855880729493293413e-01 4.314967720124455730e-01
1.882048733785247618e-01 3.851561701478436461e-01 4.266389564736317586e-01
1.753207995539022013e-01 3.865368654513717250e-01 4.381423349947261014e-01
1.891528146070606820e-01 3.932002489394341715e-01 4.176469364535051465e-01
1.952130265772445417e-01 3.818546869718963399e-01 4.229322864508590074e-01
1.827816057814605766e-01 3.682730073508085900e-01 4.489453868677308890e-01
1.880093746034686986e-01 3.678674106442390568e-01 4.441232147522922724e-01
1.767595693539314172e-01 4.050233869850913271e-01 4.182170436609772279e-01
1.912480551789177141e-01 4.110618611680095236e-01 3.976900836530727901e-01
1.972661309494058990e-01 3.996258974861908175e-01 4.031079715644034223e-01
1.847578434102894462e-01 3.868892547484936162e-01 4.283529018412169931e-01
1.899270482753049882e-01 3.861551567040032995e-01 4.239177950206916012e-01
1.745191834827050092e-01 3.882021300666881891e-01 4.372786864506066906e-01
1.837472078106306972e-01 4.016741729775996084e-01 4.145786192117696944e-01
1.917729023263041455e-01 3.879569399840579469e-01 4.202701576896379909e-01
1.797826579313852036e-01 3.740132155021101412e-01 4.462041265665046552e-01
1.860113451312670196e-01 3.728166756474192711e-01 4.411719792213136815e-01
1.686489991394163335e-01 3.807294783284905781e-01 4.506215225320931439e-01
1.775903110711568311e-01 3.934880680531783748e-01 4.289216208756646553e-01
1.856645151228934754e-01 3.802259727861056482e-01 4.341095120910007932e-01
1.734211935212016387e-01 3.662591171112847821e-01 4.603196893675136625e-01
1.797347564171744849e-01 3.653731190384130745e-01 4.548921245444124128e-01
1.678607512764900833e-01 3.639812226687527685e-01 4.681580260547570926e-01
1.765831779574347504e-01 3.778894397341109324e-01 4.455273823084542340e-01
1.845083338851207788e-01 3.645958107055262132e-01 4.508958554093528970e-01
1.724646113482569409e-01 3.498738107922015894e-01 4.776615778595414974e-01
1.786664407391260478e-01 3.490884630565694313e-01 4.722450962043045486e-01
1.695765130138604249e-01 3.822286825579701564e-01 4.481948044281693910e-01
1.787496317411117752e-01 3.956168125905527022e-01 4.256335556683356058e-01
1.867374200016563568e-01 3.820779500198139833e-01 4.311846299785296321e-01
1.746619123896432368e-01 3.682225869265794982e-01 4.571155006837773760e-01
1.808569031221089474e-01 3.670107901259611061e-01 4.521323067519299466e-01
1.685481180545547741e-01 3.982212838787139164e-01 4.332305980667311984e-01
1.755325058894792734e-01 4.140369409052493399e-01 4.104305532052713867e-01
1.839570736738102563e-01 3.997756805673414737e-01 4.162672457588483255e-01
1.720674363848078425e-01 3.861956258966414701e-01 4.417369377185507706e-01
1.796352090777557919e-01 3.831535513880984789e-01 4.372112395341457569e-01
1.640023955470819028e-01 3.899241961443546955e-01 4.460734083085633461e-01
1.707413373373093957e-01 4.050078196696438870e-01 4.242508429930466618e-01
1.792561962380681551e-01 3.912007183861896942e-01 4.295430853757422063e-01
1.670634891349606355e-01 3.775156174374648677e-01 4.554208934275744691e-01
1.748317169254609282e-01 3.746843496012076113e-01 4.504839334733313772e-01
1.630283763304026523e-01 3.732490514243173574e-01 4.637225722452800181e-01
1.695811309126583621e-01 3.894739336188068890e-01 4.409449354685347489e-01
1.779409157619301352e-01 3.755565015161095865e-01 4.465025827219601950e-01
1.659692674262957246e-01 3.611519554008471022e-01 4.728787771728572009e-01
1.736009112318272762e-01 3.584426802648319477e-01 4.679564085033408039e-01
1.641172507073808129e-01 3.920520591322996795e-01 4.438306901603195076e-01
1.710733482613273904e-01 4.077448368273861590e-01 4.211818149112864229e-01
1.794770973614843446e-01 3.936535251289298709e-01 4.268693775095858678e-01
1.674625074122324253e-01 3.801453628530430118e-01 4.523921297347245352e-01
1.751234047457231879e-01 3.769992096978225238e-01 4.478773855564541773e-01
1.719204961978763602e-01 4.071629781877116883e-01 4.209165256144119516e-01
1.852247885919898474e-01 4.156007474241209532e-01 3.991744639838892827e-01
1.919138808576137667e-01 4.031437774948903874e-01 4.049423416474957627e-01
1.789395802705004146e-01 3.905520556480002736e-01 4.305083640814993395e-01
1.840491586367030419e-01 3.903353098511104791e-01 4.256155315121864513e-01
1.649670218919800924e-01 4.006216738869508576e-01 4.344113042210691056e-01
1.779949586361795344e-01 4.082710723445842627e-01 4.137339690192363140e-01
1.847562561053836261e-01 3.963027172123734787e-01 4.189410266822428119e-01
1.714872376145127331e-01 3.837383080495692100e-01 4.447744543359180569e-01
1.767490102185595990e-01 3.837579598161484640e-01 4.394930299652920480e-01
1.651358938934558984e-01 3.831496628913201308e-01 4.517144432152239153e-01
1.778966822004771076e-01 3.921363323308980076e-01 4.299669854686248849e-01
1.845303463133274036e-01 3.799844054913188995e-01 4.354852481953537802e-01
1.714428141860999399e-01 3.665559618368003925e-01 4.620012239770996954e-01
1.767118250682150893e-01 3.665912377887394213e-01 4.566969371430454894e-01
1.669667734126704384e-01 4.012418059955052407e-01 4.317914205918243487e-01
1.802103380500453267e-01 4.096252246232132133e-01 4.101644373267414601e-01
1.868849869936146380e-01 3.973470573782523219e-01 4.157679556281329569e-01
1.738076692339309559e-01 3.848227379957166461e-01 4.413695927703524258e-01
1.789323773208209289e-01 3.845169453376729440e-01 4.365506773415061548e-01
1.720033799744829783e-01 4.110545491069744206e-01 4.169420709185426288e-01
1.877540433029563083e-01 4.163714831616085466e-01 3.958744735354352007e-01
1.933754866298720287e-01 4.051109532313195150e-01 4.015135601388084008e-01
1.809862555945102036e-01 3.917920602889511938e-01 4.272216841165386025e-01
1.837890409322851804e-01 3.944796805877968104e-01 4.217312784799179814e-01
1.647490887597347353e-01 4.046894531305516574e-01 4.305614581097135796e-01
1.803076514453751389e-01 4.090687051376641903e-01 4.106236434169606153e-01
1.858746296976064027e-01 3.984893676328797874e-01 4.156360026695136711e-01
