EM1 EM2 EM3
9.263563961485439535e-02 7.454729692617592107e-01 1.618913911233862690e-01
4.432743342709747486e-02 7.750286667333079471e-01 1.806438998395944739e-01
7.184156303374458763e-02 7.354968784610470545e-01 1.926615585052083857e-01
2.356832080730898032e-02 7.699054577222300688e-01 2.065262214704608745e-01
0.000000000000000000e+00 8.047221837025181346e-01 1.952778162974818932e-01
1.318022017336396845e-01 7.328645361791796820e-01 1.353332620871807168e-01
9.388617974085551598e-02 7.632623843059421764e-01 1.428514359532023770e-01
7.144761849707474688e-02 7.472214652865709628e-01 1.813309162163543597e-01
6.757166757771934651e-02 7.548939403102311596e-01 1.775343921120495772e-01
3.934322814698576901e-17 8.275913775643702897e-01 1.724086224356296271e-01
9.084201999104958569e-02 7.822664198702531380e-01 1.268915601386973457e-01
9.886069496529321932e-02 7.737952794728811812e-01 1.273440255618255024e-01
9.504614205200802302e-02 7.438920183858557245e-01 1.610618395621362109e-01
7.508463008204896427e-02 7.698750544929732209e-01 1.550403154249776760e-01
9.051239463785295972e-19 8.217273113674917751e-01 1.782726886325082249e-01
8.870649275970436676e-02 7.777716356417859744e-01 1.335218715985096449e-01
9.593878347870393730e-02 7.706252707772756061e-01 1.334359457440203733e-01
9.378301628835707116e-02 7.411235349793777738e-01 1.650934487322651967e-01
7.426756733365390273e-02 7.672531320892780338e-01 1.584793005770680774e-01
4.734263861698467107e-02 7.839907184426122555e-01 1.686666429404031775e-01
8.959499158161211840e-02 7.691875790449466122e-01 1.412174293734412833e-01
9.504920709254770228e-02 7.637674519682320362e-01 1.411833409392201644e-01
9.114751352686845109e-02 7.333259247750185672e-01 1.755265616981129539e-01
7.210167371597042685e-02 7.587617534209472048e-01 1.691365728630825072e-01
4.631444156057600015e-02 7.961932580617141486e-01 1.574923003777098374e-01
8.987585375779821861e-02 7.795171837303146445e-01 1.306069625118871924e-01
9.742944864934746652e-02 7.715433853680683240e-01 1.310271659825842094e-01
9.346372415166645520e-02 7.412638400830662277e-01 1.652724357652671505e-01
7.380682997821283453e-02 7.673319910878770855e-01 1.588611789339099967e-01
0.000000000000000000e+00 7.826367840818400090e-01 2.173632159181600187e-01
7.390442745471260955e-02 7.547526296991841077e-01 1.713429428461032411e-01
7.469441493164852286e-02 7.552858588571237375e-01 1.700197262112276286e-01
6.058043641657586548e-02 7.356926440038027426e-01 2.037269195796213850e-01
5.818429699364090907e-02 7.407942282099990727e-01 2.010214747963599280e-01
2.234261606106111733e-17 7.756930598871020210e-01 2.243069401128980345e-01
1.629232599983615817e-02 7.827916168415501863e-01 2.009160571586136590e-01
1.733595298335651250e-02 7.834301462773600733e-01 1.992339007392834593e-01
5.928096054072234250e-02 7.315009716404892171e-01 2.092180678187884335e-01
5.707996301035436065e-02 7.370146106291117771e-01 2.059054263605337720e-01
0.000000000000000000e+00 7.624169565109000235e-01 2.375830434891000598e-01
7.208607377138737116e-02 7.383720190543232587e-01 1.895419071742893424e-01
7.297924506031593095e-02 7.386875597831376039e-01 1.883331951565464513e-01
5.991412893576426868e-02 7.174862694355594872e-01 2.225996016286761470e-01
3.908899634373657478e-02 7.372278976361752445e-01 2.236831060200882015e-01
0.000000000000000000e+00 7.756484431070275187e-01 2.243515568929725645e-01
7.179145192214596294e-02 7.505044561409531800e-01 1.777040919369009264e-01
7.254394224187588058e-02 7.510776852983314100e-01 1.763783724597926539e-01
5.832577452989632510e-02 7.311228685373976077e-01 2.105513569327060464e-01
5.613519844757428739e-02 7.364454851811974567e-01 2.074193163712281796e-01
0.000000000000000000e+00 7.829614415929966320e-01 2.170385584070033957e-01
6.875233656125614989e-02 7.602854823449261001e-01 1.709621810938177777e-01
6.979534658097928668e-02 7.603902987656995238e-01 1.698143546533211756e-01
6.314291682893857782e-02 7.334625088325950060e-01 2.033945743384663329e-01
4.749286706208770414e-02 7.627283718082292774e-01 1.897787611296830323e-01
2.991759161828688729e-02 7.638657881392714177e-01 2.062166202424415840e-01
6.708831776182569429e-02 7.550557007947048538e-01 1.778559814434693409e-01
6.855306353160847688e-02 7.551061517866439754e-01 1.763407846817474922e-01
6.289431545838865267e-02 7.294330475356326504e-01 2.076726370059787663e-01
6.756086076498608872e-02 7.353500632337538478e-01 1.970890760012600218e-01
3.086138866741051923e-02 7.496457721120058926e-01 2.194928392205835466e-01
1.541405173227450992e-02 7.751140128834476117e-01 2.094719353842779963e-01
6.893430071024710115e-02 7.439559201399440491e-01 1.871097791498087803e-01
6.926056962908423709e-02 7.169677778287015801e-01 2.137716525422141967e-01
4.913960113662132340e-02 7.358765863842375854e-01 2.149838124791411120e-01
2.571890124268455936e-17 7.765344582363998827e-01 2.234655417636000618e-01
6.700618524428693379e-02 7.562824186331991161e-01 1.767113961225139085e-01
6.805321616653248196e-02 7.563743633422053136e-01 1.755724204912621211e-01
6.128539681012734608e-02 7.291053162659129061e-01 2.096092869239597756e-01
5.893933468581589313e-02 7.380963518959063885e-01 2.029643134182778641e-01
0.000000000000000000e+00 8.070938111719490049e-01 1.929061888280509396e-01
2.894737746778560522e-02 8.019750150456110838e-01 1.690776074866034429e-01
8.221558636821935107e-02 7.686277322427419456e-01 1.491566813890386756e-01
6.130937437978558474e-02 7.577675342491415611e-01 1.809230913710729305e-01
5.618563025097252084e-02 7.659741111432771810e-01 1.778402586057502011e-01
7.175394635257708662e-18 7.995027365612633607e-01 2.004972634387366393e-01
2.595117806700251994e-02 7.949095828981261880e-01 1.791392390348713892e-01
7.898609306009178599e-02 7.632263006450439313e-01 1.577876062948643521e-01
5.903010635229209019e-02 7.538462817011736261e-01 1.871236119465343739e-01
5.409189485796214725e-02 7.624728136554719260e-01 1.834352914865660378e-01
9.992311982602950680e-18 7.881011014882075560e-01 2.118988985117925272e-01
7.955443324219235723e-02 7.528376626398343152e-01 1.676079041179733276e-01
8.009270864130808854e-02 7.536977653731550264e-01 1.662095259855368157e-01
6.026633643388120548e-02 7.410603521089911272e-01 1.986733114571276881e-01
7.431040572680459345e-03 7.868564907820836396e-01 2.057124686452357631e-01
0.000000000000000000e+00 8.002629425379002015e-01 1.997370574620998818e-01
2.702399292754045085e-02 8.057747690852454792e-01 1.672012379872140353e-01
8.269236433012717991e-02 7.716367939743151716e-01 1.456708416955576901e-01
6.147141026054112056e-02 7.605591474485847714e-01 1.779694422908740803e-01
5.993123791714997754e-03 7.927503019239756643e-01 2.012565742843094307e-01
1.017354225456812133e-17 8.127984374829674286e-01 1.872015625170325437e-01
3.807243028074273894e-02 7.992508872291268496e-01 1.626766824901305086e-01
3.998066231620515248e-02 7.983747376636727289e-01 1.616446000201221533e-01
6.810555210171205520e-02 7.572011418559686513e-01 1.746933060423191686e-01
1.555050253032968892e-02 7.963639377886171378e-01 1.880855596810531993e-01
6.028493000115522167e-18 8.047838490399844558e-01 1.952161509600155997e-01
8.626336334082249091e-02 7.597364949170758441e-01 1.540001417421017482e-01
3.692400861685828095e-02 7.912993368100993408e-01 1.717766545730425309e-01
6.550716097285484707e-02 7.532469888552113524e-01 1.812458501719337589e-01
1.345412127889979506e-02 7.914067103457440577e-01 1.951391683753563033e-01
4.222280622630148484e-18 7.936538984598137114e-01 2.063461015401862886e-01
3.674348008274268274e-02 7.821348127560530106e-01 1.811217071612044038e-01
8.959035420048065690e-02 7.496922629432113405e-01 1.607173828563081275e-01
6.668039451948493124e-02 7.408308713004011503e-01 1.924887341801139184e-01
6.193361778950641494e-02 7.490964013383413223e-01 1.889699808721523044e-01
1.309402002281616933e-17 8.059557793622638133e-01 1.940442206377362977e-01
1.281209184618415375e-01 7.369357441294507316e-01 1.349433374087077586e-01
8.999266671869814160e-02 7.604111962700961236e-01 1.495961370112056932e-01
6.595927652128424912e-02 7.528047757759970260e-01 1.812359477027187804e-01
1.404038212777483641e-02 7.911198398868273252e-01 1.948397779853978107e-01
5.256714164466267519e-02 7.805163808263362313e-01 1.669164775290012115e-01
9.782376175271249863e-02 7.742467525179602683e-01 1.279294857293272747e-01
1.039668185042679216e-01 7.671744672413152166e-01 1.288587142544169728e-01
9.884268440429533342e-02 7.375948904371730785e-01 1.635624251585316991e-01
7.741986275757055391e-02 7.645381212421529238e-01 1.580420160002765362e-01
5.030530300655600834e-02 7.774946229041059809e-01 1.722000740893379067e-01
9.522691359516914644e-02 7.704965561577515887e-01 1.342765302470793065e-01
1.008697545393576617e-01 7.641645863879688028e-01 1.349656590726734939e-01
9.735320693197005437e-02 7.348308149302780201e-01 1.678159781377520088e-01
7.634519804707481927e-02 7.618628407660703594e-01 1.617919611868548768e-01
4.464569520108948447e-02 7.858226059992613477e-01 1.695316987996492997e-01
9.642158785778875973e-02 7.614919998685812930e-01 1.420864122736299473e-01
1.000917123309889578e-01 7.572137434669908851e-01 1.426945442020201016e-01
9.468544036680820453e-02 7.271257050764304841e-01 1.781888545567612836e-01
7.377501279500177367e-02 7.540796500997662966e-01 1.721453371052319714e-01
4.352090947013401157e-02 7.981784957748587761e-01 1.583005947550072123e-01
9.665843473739502145e-02 7.719809305109784914e-01 1.313606347516266259e-01
1.024608571230448406e-01 7.650012414184973464e-01 1.325379014584577853e-01
9.717465952310122557e-02 7.350500015272297683e-01 1.677753389496690062e-01
7.604553291926278991e-02 7.620443977632260779e-01 1.619100693175112016e-01
0.000000000000000000e+00 7.843056494151628977e-01 2.156943505848371301e-01
1.279071288778663856e-02 7.960941603099535024e-01 1.911151268022599214e-01
7.545823196380266329e-02 7.538078228376692280e-01 1.707339451985280532e-01
5.411673783148828604e-02 7.409336812685628493e-01 2.049495808999488577e-01
4.898688464043675361e-02 7.485710965353800095e-01 2.024420188241832508e-01
5.296733498673123012e-17 7.773646141459511494e-01 2.226353858540489061e-01
7.365380659825603027e-02 7.467402097755463375e-01 1.796059836261975629e-01
7.232044179111604687e-02 7.490533578329796605e-01 1.786262003759042649e-01
3.986382940623292570e-02 7.474384283891498670e-01 2.126977422046172350e-01
4.678411661882983519e-02 7.456062097185468529e-01 2.076096736626233952e-01
2.798460944309962828e-17 7.643096832474105540e-01 2.356903167525895570e-01
7.493483935364142479e-02 7.356540626535719163e-01 1.894110979927866867e-01
7.345689834911976746e-02 7.376636973005827880e-01 1.888794043502973474e-01
5.484250874150244787e-02 7.656946251936540548e-01 1.794628660648435181e-01
6.157057334407132348e-02 7.259166584065190886e-01 2.125127682494097336e-01
9.819292743444150694e-17 7.774759503836708996e-01 2.225240496163289339e-01
7.467324720535079008e-02 7.477428228777986963e-01 1.775839299168505414e-01
7.297093423220138431e-02 7.500434993663934735e-01 1.769855664014050589e-01
6.576197443692381739e-02 7.317343864726196800e-01 2.025036390904565164e-01
6.047930111716452034e-02 7.397305871216893758e-01 1.997901117611461108e-01
1.944476784486998469e-02 7.781871453441263631e-01 2.023680868110037112e-01
6.712171733494069759e-02 7.611764271511507474e-01 1.717018555139086522e-01
6.591992384932200688e-02 7.628877833536982234e-01 1.711922927969796171e-01
6.613445138662077394e-02 7.366263810597047934e-01 1.972391675536745714e-01
4.145807943801757545e-02 7.653137570898849162e-01 1.932281634720974806e-01
1.792680357328629154e-02 7.744350490357766459e-01 2.076381473909369169e-01
6.469697194030610277e-02 7.566411005156323810e-01 1.786619275440615162e-01
6.499754534492097058e-02 7.572213258042739259e-01 1.777811288508049647e-01
6.800291406461576871e-02 7.299309489579689503e-01 2.020661369774153504e-01
4.330150464181340558e-02 7.551921531605986226e-01 2.015063421975879510e-01
1.976232154291356416e-02 7.598437783429166092e-01 2.203939001141698995e-01
6.590554760064865070e-02 7.451951485042417334e-01 1.888993038951095882e-01
6.696845551260240115e-02 7.916896056693647488e-01 1.413419388180328640e-01
6.716961321487875669e-02 7.587502279055305943e-01 1.740801588795906352e-01
3.600710227838498784e-02 7.457445201696303316e-01 2.182483775519846181e-01
1.013530316938738572e-16 7.783310725876810832e-01 2.216689274123187503e-01
6.503576423042357890e-02 7.576037291960177056e-01 1.773605065735585629e-01
6.592348270634361407e-02 8.021056806760651359e-01 1.319708366175910974e-01
6.424803255846589511e-02 7.333480152336825375e-01 2.024039522078514841e-01
5.376617643049540901e-02 7.441818117631544549e-01 2.020520118063502124e-01
0.000000000000000000e+00 8.087148343078269797e-01 1.912851656921730759e-01
8.907637058307113498e-02 7.606249659681150188e-01 1.502986634488139295e-01
8.721995462593711002e-02 7.632976155457465994e-01 1.494824298283163877e-01
5.906087773883367947e-02 7.595629003830688397e-01 1.813762218780974877e-01
5.110905619154475915e-02 7.703574014564519290e-01 1.785335423520032772e-01
7.479177462480463064e-18 8.011494395217425568e-01 1.988505604782573877e-01
2.429584838385588294e-02 7.975509337828440293e-01 1.781532178333002370e-01
2.309508330588067732e-02 8.001728824813911789e-01 1.767320342127281507e-01
5.582778806093890989e-02 7.565373033761040311e-01 1.876349085629570590e-01
4.808213182719114909e-02 7.676427541976063029e-01 1.842751139752026313e-01
2.239991732358160045e-17 7.899543347005102412e-01 2.100456652994896756e-01
8.648889226362603544e-02 7.464279374967172087e-01 1.670831702396567697e-01
8.742938113051032523e-02 7.951124704797157827e-01 1.174581483897738921e-01
5.760797124896395449e-02 7.431857726590018753e-01 1.992062560920341285e-01
4.991115512704264595e-02 7.542750882848411331e-01 1.958137565881161724e-01
1.096867277229705350e-16 8.020468722085080104e-01 1.979531277914919618e-01
8.654493493234297063e-02 7.572569541523682668e-01 1.561981109152887903e-01
2.430308831244725951e-02 8.019594674236306675e-01 1.737374442639220973e-01
5.643495547832785841e-02 7.557315141572199524e-01 1.878335303644522170e-01
4.867946773613644751e-02 7.666888130904387921e-01 1.846317191734248020e-01
2.305280357157619628e-02 8.048321223002645741e-01 1.721150741281593510e-01
3.782071121757778903e-02 8.002301334222139406e-01 1.619491553602082079e-01
3.785917966256596712e-02 8.007171862296809106e-01 1.614236341077530390e-01
6.678456545753741480e-02 7.578701867459036734e-01 1.753452477965589673e-01
5.377234598912422961e-03 8.068203967910239083e-01 1.878023686100636080e-01
0.000000000000000000e+00 8.063989710874784889e-01 1.936010289125214279e-01
1.340096444033943013e-01 7.275365544194505318e-01 1.384538011771551391e-01
9.386008930809523754e-02 7.533031795064359937e-01 1.528367311854687272e-01
6.328929051807595518e-02 7.547738258233688269e-01 1.819368836585551208e-01
2.740384798029797848e-03 8.022680934377454109e-01 1.949915217642246568e-01
0.000000000000000000e+00 7.954620255715483257e-01 2.045379744284516743e-01
9.517718694069314533e-02 7.434176275069578343e-01 1.614051855523489232e-01
9.519234167907421329e-02 7.438024339881890157e-01 1.610052243327368959e-01
6.498166524144723122e-02 7.418572662001942097e-01 1.931610685583585174e-01
5.269606186646018549e-03 7.884132970952723030e-01 2.063170967180817106e-01
5.774416957367835126e-18 8.077051206475953649e-01 1.922948793524046074e-01
9.572330243597645949e-02 7.539298662582125665e-01 1.503468313058109462e-01
9.560940615260504760e-02 7.544740234317580674e-01 1.499165704156369128e-01
6.429274517682395662e-02 7.539336909284121147e-01 1.817735638947639287e-01
5.699927299083320381e-02 7.646037772107278085e-01 1.783969497984388974e-01
4.007744793924843119e-02 8.064180007740363587e-01 1.535045512867151962e-01
8.952198519606774374e-02 7.830606661607939500e-01 1.274173486431382507e-01
9.923029851684782299e-02 7.727186274868492744e-01 1.280510739963028333e-01
9.368752758220320886e-02 7.424475797704942481e-01 1.638648926473025846e-01
7.354362234505623652e-02 7.685470305130657209e-01 1.579093471418780426e-01
3.854585197653119522e-02 8.030893385519796146e-01 1.583648094714891486e-01
8.708139462226821559e-02 7.792462694020024783e-01 1.336723359757294449e-01
9.631978971422999747e-02 7.695792440650831567e-01 1.341009662206867348e-01
9.227850687784258654e-02 7.395952841451780557e-01 1.681262089769793855e-01
7.254932374479548807e-02 7.658167552469057338e-01 1.616339210082988198e-01
4.025710606388620272e-02 7.908340588359612511e-01 1.689088351001524491e-01
8.835578528272476639e-02 7.699806645017166495e-01 1.416635502155586257e-01
9.504304193461519945e-02 7.630399850484375079e-01 1.419169730169471677e-01
8.973021687076619679e-02 7.317419389503109217e-01 1.785278441789229231e-01
6.972145637079320279e-02 7.583772259352882239e-01 1.719013176939185594e-01
3.918942013400689844e-02 8.031146888016702512e-01 1.576958910643228573e-01
8.856198315104736596e-02 7.804371988546383587e-01 1.310008179943142337e-01
9.783478202494200193e-02 7.704902522844129242e-01 1.316749656906450738e-01
9.212097475385565282e-02 7.398142653179204942e-01 1.680647599282238946e-01
7.227031616813223147e-02 7.659884595043677802e-01 1.617412243275000161e-01
0.000000000000000000e+00 7.852005495788885181e-01 2.147994504211114819e-01
6.779207286147651002e-02 7.603471508925049305e-01 1.718607762460186428e-01
6.996294445491411940e-02 7.595930621472137823e-01 1.704439933978721677e-01
4.602358730965750572e-02 7.488183148884831608e-01 2.051580978018592294e-01
4.244994097858974941e-02 7.551343886752215351e-01 2.024156703461887363e-01
0.000000000000000000e+00 7.782317075497228176e-01 2.217682924502771824e-01
6.801197300818466636e-03 7.933375529792087155e-01 1.998612497199729332e-01
9.131982917533776681e-03 7.920388813023386820e-01 1.988291357801274251e-01
5.181930168915566820e-02 7.496881245858683096e-01 1.984925737249759459e-01
3.408513970563904066e-02 7.632911485442164246e-01 2.026237117501445972e-01
0.000000000000000000e+00 7.651744418480905807e-01 2.348255581519094193e-01
6.615955936687771544e-02 7.439777304081219844e-01 1.898627102250003140e-01
6.866414815599015953e-02 7.901044890035857637e-01 1.412313628404240073e-01
4.556908265631689353e-02 7.302854164605261378e-01 2.241455008831569895e-01
4.210866464652272823e-02 7.368811984072927146e-01 2.210101369461844600e-01
5.874449305599403348e-17 7.783256394544035839e-01 2.216743605455962496e-01
7.989694060481946150e-03 7.944882607697749677e-01 1.975220451697430601e-01
6.790635610017906054e-02 7.553951155960350050e-01 1.766985283037859067e-01
4.388683093475743979e-02 7.441514015714524310e-01 2.119617674937901430e-01
4.049098842975756840e-02 7.507091797292204660e-01 2.087998318410220766e-01
0.000000000000000000e+00 7.857774630904531543e-01 2.142225369095468734e-01
5.888221349105186853e-02 7.692096806791502983e-01 1.719081058297977915e-01
6.140690037210197461e-02 7.678424232052233345e-01 1.707506764226746909e-01
5.487638496857809300e-02 7.478594670542446643e-01 1.972641479771772843e-01
3.290251762405951158e-02 7.685150604179441514e-01 1.985824219579963856e-01
0.000000000000000000e+00 7.798624254657404720e-01 2.201375745342593893e-01
6.656783042890808411e-02 7.629348305147296561e-01 1.704973390563623570e-01
5.822783272499523072e-02 7.676508729107791584e-01 1.741212943642254929e-01
5.365253924157598747e-02 7.443230651984894530e-01 2.020243955599346219e-01
5.071603896773893561e-02 7.501635327914191187e-01 1.991204282408420012e-01
0.000000000000000000e+00 7.663258945594346727e-01 2.336741054405652440e-01
5.810432007646283009e-02 7.527481211128691507e-01 1.891475588106680261e-01
6.076251218874810511e-02 7.511912759723968769e-01 1.880462118388550874e-01
3.541225447247899755e-02 7.918961707442395692e-01 1.726915747832814263e-01
5.064349162135793614e-02 7.396955214165146231e-01 2.096609869621275102e-01
8.078049226782781164e-18 7.792707826501245050e-01 2.207292173498756060e-01
1.377467086029532731e-03 8.019007005622263984e-01 1.967218323517440359e-01
5.974783874292224906e-02 7.638032526438469638e-01 1.764489086132308704e-01
5.300470651966460167e-02 7.438931409634187419e-01 2.031021525169165731e-01
4.090199080713341484e-02 7.502414510128977421e-01 2.088565581799688986e-01
9.632698983973495771e-18 8.095161088335578459e-01 1.904838911664420986e-01
7.970119038707931813e-02 7.698633792910339890e-01 1.504354303218868039e-01
8.641988622506692475e-02 7.733773331962456865e-01 1.402027805786874026e-01
5.143520968868495191e-02 7.671439595671397660e-01 1.814208307441753654e-01
4.516788033583909318e-02 7.764902136338762695e-01 1.783419060302846859e-01
0.000000000000000000e+00 8.019374844397825219e-01 1.980625155602176168e-01
7.568216880237686739e-02 7.650475481885834483e-01 1.592702830090396704e-01
7.779520066704759262e-02 7.646808895736766365e-01 1.575239097592757431e-01
4.858221310052079911e-02 7.636704922422068442e-01 1.877472946572723012e-01
5.022020942975312535e-18 8.001577808463429253e-01 1.998422191536571024e-01
1.225087517018669919e-17 7.907349700243452295e-01 2.092650299756547427e-01
2.337002271567147418e-02 7.906595327859263778e-01 1.859704444984021932e-01
7.941573401853393999e-02 7.546354206596453951e-01 1.659488453218206094e-01
5.047906312215202224e-02 7.502899341487277995e-01 1.992310027291201713e-01
4.439646619120016235e-02 7.599586441196536368e-01 1.956448896891462008e-01
0.000000000000000000e+00 8.028080692636306859e-01 1.971919307363692864e-01
7.756884813413864044e-02 7.660329788765838366e-01 1.563981729892774952e-01
7.931481374679429097e-02 7.656552554406503841e-01 1.550299308125552278e-01
4.928456917830172784e-02 7.627773074227962580e-01 1.879381233989020350e-01
4.319201083587374812e-02 7.723288776387632337e-01 1.844791115253630043e-01
7.585422341508574196e-02 7.696448564257537539e-01 1.545009201591606429e-01
1.269808228788826543e-01 7.427462070718794385e-01 1.302729700492379905e-01
3.778723202328197750e-02 8.014957264828186378e-01 1.607170414938993985e-01
6.012353427801436778e-02 7.647109862596254137e-01 1.751654794623601352e-01
5.386898423103832559e-03 8.072737796076062677e-01 1.873393219692898459e-01
1.796965713560489189e-02 8.028873121936205282e-01 1.791430306707746667e-01
3.125557165752081840e-02 7.967807444325254451e-01 1.719636839099538128e-01
