EM1 EM2 EM3
8.575021537828009244e-01 5.038860614601946980e-02 9.210924007117958501e-02
8.329410017968345015e-01 3.627013635552824716e-02 1.307888618476374387e-01
8.801988334530808089e-01 8.484242285217796775e-02 3.495874369474129967e-02
8.484877121654987864e-01 4.533366481989334340e-02 1.061786230146078425e-01
8.600966866073525008e-01 8.619754561732270726e-02 5.370576777532472257e-02
8.623890846648037956e-01 4.043277408275277457e-02 9.717814125244346457e-02
8.346457883806871481e-01 3.439468050672344485e-02 1.309595311125895389e-01
8.948259488855559995e-01 5.105581576296536889e-02 5.411823535147846503e-02
8.889852387495483788e-01 7.689636123334801787e-02 3.411840001710349235e-02
9.105775764872569011e-01 3.042608922442853817e-02 5.899633428831455029e-02
8.549240766786699863e-01 4.575062337032637788e-02 9.932529995100375375e-02
8.601376104706536241e-01 6.903867445247414969e-02 7.082371507687226786e-02
8.741407497111441938e-01 7.754319651955886294e-02 4.831605376929688778e-02
8.688393554914147776e-01 9.022920395014544237e-02 4.093144055843980778e-02
8.874656181946116718e-01 6.519908727716428043e-02 4.733529452822405476e-02
8.596836800877686313e-01 4.722113084273511785e-02 9.309518906949633410e-02
8.209198324268843772e-01 3.733622439884964200e-02 1.417439431742659461e-01
8.638343804649346591e-01 9.872171638986333708e-02 3.744390314520198298e-02
8.880412289935741832e-01 6.175183066743977073e-02 5.020694033898590730e-02
8.680421285489711147e-01 8.247054883846093032e-02 4.948732261256807291e-02
8.711455761456339264e-01 2.748225833112012684e-02 1.013721655232459745e-01
8.560291432683202473e-01 7.293173927230130194e-02 7.103911745937843691e-02
7.262010290606426555e-01 1.694772210612250640e-01 1.043217498781323221e-01
8.581600843637547937e-01 2.369563783308768073e-02 1.181442778031574631e-01
8.605736427146366552e-01 1.821337603401502678e-02 1.212129812513482452e-01
8.681088802160009665e-01 2.768022065824765274e-02 1.042108991257513773e-01
8.301158796686778363e-01 2.077557675616462096e-02 1.491085435751574317e-01
7.286428593719495028e-01 1.641840069304993099e-01 1.071731336975512150e-01
8.552515272124093793e-01 2.412439185581924730e-02 1.206240809317712659e-01
8.603314251452338635e-01 1.174418544181804122e-02 1.279243894129481474e-01
9.114964225107434759e-01 5.142669609846439033e-02 3.707688139079209910e-02
8.262641525457700142e-01 2.485568553326951077e-02 1.488801619209605687e-01
8.866175540994758464e-01 6.408546224141158099e-02 4.929698365911256569e-02
8.953134667699015337e-01 5.370190798118892883e-02 5.098462524890944730e-02
9.040575889707446189e-01 3.144496718453974188e-02 6.449744384471552128e-02
8.372078401093371314e-01 5.852801785668370477e-02 1.042641420339792818e-01
8.419644062106791393e-01 1.198565893793945326e-02 1.460499348513814577e-01
7.129701037383036066e-01 1.764375631187201643e-01 1.105923331429762013e-01
9.046102755530132100e-01 4.753193273930759327e-02 4.785779170767909957e-02
8.943800817551372795e-01 4.828148944035124540e-02 5.733842880451156532e-02
8.734216063803582619e-01 2.477380259736654267e-02 1.018045910222750428e-01
8.714482457547427785e-01 4.054230613399108923e-02 8.800944811126612533e-02
8.471687142317516628e-01 3.113769787551392415e-02 1.216935878927344478e-01
7.155762840141550729e-01 1.790482414923162124e-01 1.053754744935286314e-01
7.645411675601737622e-01 1.473954950724536972e-01 8.806333736737252671e-02
8.706499476239529800e-01 2.474819653720045087e-02 1.046018558388466663e-01
8.788077789630198700e-01 3.522925787814537579e-02 8.596296315883460160e-02
8.915483158847964384e-01 5.367433106773129153e-02 5.477735304747233941e-02
7.177318990302724577e-01 1.714998712147126347e-01 1.107682297550147688e-01
9.135167511858596212e-01 3.500171125893607876e-02 5.148153755520443187e-02
8.641372313681874306e-01 2.350499280673327626e-02 1.123577758250792480e-01
8.616462456433328088e-01 4.006013008918037771e-02 9.829362426748688986e-02
8.671036927622280954e-01 8.349114472611651738e-02 4.940516251165544270e-02
9.012760996330630991e-01 4.108168989143145405e-02 5.764221047550534271e-02
9.066389879866441071e-01 2.799571787342829826e-02 6.536529413992765714e-02
8.685164346301927907e-01 2.483759747378647131e-02 1.066459678960208074e-01
8.688617944528526094e-01 3.843219875970334959e-02 9.270600678744408962e-02
8.868328573527832770e-01 6.248681154657460129e-02 5.068033110064210089e-02
8.966641712048115664e-01 5.188369752674167751e-02 5.145213126844673523e-02
8.940076322132531894e-01 5.335635059518798601e-02 5.263601719155874825e-02
8.597376330205876993e-01 4.925645920926519095e-02 9.100590777014722077e-02
8.336240942009894850e-01 3.424604266511217104e-02 1.321298631338982399e-01
8.690605226974653652e-01 9.315456164890384416e-02 3.778491565363098492e-02
8.924525144015759137e-01 6.097454147756339177e-02 4.657294412086074309e-02
8.850583001026478547e-01 6.334295169830261862e-02 5.159874819904954751e-02
6.581190963616843081e-01 2.365888430238460016e-01 1.052920606144695792e-01
8.319799923214250548e-01 3.101213064945147410e-02 1.370078770291234538e-01
7.176677804211882838e-01 1.841666873518638947e-01 9.816553222694798797e-02
8.908250483539124076e-01 6.308181683642606619e-02 4.609313480966156784e-02
8.552335375708559617e-01 2.973667230346887722e-02 1.150297901256752686e-01
8.938658380501214307e-01 6.151812777480576699e-02 4.461603417507292030e-02
8.561991137763105275e-01 6.413717054113185490e-02 7.966371568255775637e-02
7.154542331160554935e-01 1.979917424271186999e-01 8.655402445682580659e-02
6.522813042757942270e-01 2.251903088847082290e-01 1.225283868394976272e-01
7.274790731393099286e-01 1.704931897388565765e-01 1.020277371218333839e-01
8.630174033046847937e-01 3.095165001992950318e-02 1.060309466753856650e-01
8.777771794037265707e-01 4.178658853654642485e-02 8.043623205972712242e-02
6.854475249708570361e-01 2.082833129534937266e-01 1.062691620756491678e-01
7.145505591136415147e-01 1.979430581817268886e-01 8.750638270463162449e-02
8.865823802454108060e-01 5.854315515995385522e-02 5.487446459463531101e-02
8.523064664334020213e-01 4.945092215765043570e-02 9.824261140894757771e-02
8.365187677134208188e-01 3.250366060669374751e-02 1.309775716798854683e-01
8.742871663422823181e-01 8.067235709841157065e-02 4.504047655930600025e-02
7.198839582803325809e-01 1.932875986469348162e-01 8.682844307273257511e-02
8.520751899825130815e-01 2.457520752704810130e-02 1.233496024904387478e-01
6.047594266202919178e-01 2.756439451505098837e-01 1.195966282291983374e-01
6.702729922346973845e-01 1.882025789721416542e-01 1.415244287931607670e-01
7.043913422080062547e-01 1.937630899150562525e-01 1.018455678769374789e-01
7.168663330419071666e-01 1.932485438641830533e-01 8.988512309390965516e-02
6.674821954168140836e-01 2.118018002840549308e-01 1.207160042991309717e-01
8.909214207186578749e-01 7.129386858961463125e-02 3.778471069172756325e-02
6.586929642661393247e-01 1.901726115542169970e-01 1.511344241796435950e-01
7.133148139852152347e-01 1.818025859808172218e-01 1.048826000339676684e-01
8.863204520355537630e-01 5.964336874713487002e-02 5.403617921731132534e-02
8.798416857394170121e-01 6.745614192913024221e-02 5.270217233145282204e-02
8.478420799782442341e-01 4.983409060579829103e-02 1.023238294159574263e-01
8.677372125432616379e-01 4.426178195378201868e-02 8.800100550295635038e-02
7.171213918303398493e-01 1.838862878170978987e-01 9.899232035256211315e-02
6.944193514438744552e-01 2.081114188507319218e-01 9.746922970539370623e-02
8.942472164244192889e-01 5.317371109562505499e-02 5.257907247995566302e-02
8.737084861188377793e-01 2.260540649743556299e-02 1.036861073837266611e-01
8.190820678445709380e-01 4.716600568214777273e-02 1.337519264732811575e-01
8.356460072632054814e-01 5.531351493603250263e-02 1.090404778007621062e-01
8.486547739380508881e-01 4.472358687209361527e-02 1.066216391898556076e-01
8.625264995748640473e-01 1.093435625042099568e-02 1.265391441747149848e-01
8.709680375210619996e-01 2.268715128100722359e-02 1.063448111979306832e-01
7.766814328728558481e-01 6.685563425688410832e-02 1.564629328702599464e-01
8.335812184199142827e-01 5.545175776659758138e-02 1.109670238134881221e-01
8.466091940946461891e-01 4.493723441778614547e-02 1.084535714875676932e-01
8.591818816295166972e-01 1.111163918509323542e-02 1.297064791853899945e-01
8.537830813094499094e-01 4.515342865526441457e-02 1.010634900352855720e-01
8.090179503437927577e-01 4.313557544254655041e-02 1.478464742136608168e-01
8.269103496600621606e-01 5.260738343930292799e-02 1.204822669006348490e-01
8.396862637069085755e-01 4.227613843217115780e-02 1.180375978609201626e-01
8.865302273504614972e-01 3.196918498601502429e-02 8.150058766352333284e-02
8.649232918423362948e-01 5.052648016193161257e-02 8.455022799573223835e-02
8.257759696575319719e-01 2.120954418621398899e-02 1.530144861562540981e-01
8.322703397884817500e-01 5.488593686682428224e-02 1.128437233446940025e-01
8.450721037840971395e-01 4.430689138702966628e-02 1.106210048288731734e-01
8.492605435278368642e-01 3.129846234740433358e-02 1.194409941247588230e-01
8.558122821755722587e-01 3.580239272455160854e-02 1.083853250998759593e-01
7.867681291310264502e-01 4.852279911916314997e-02 1.647090717498105039e-01
8.503844550161413496e-01 3.758166282915589157e-02 1.120338821547027935e-01
8.514016406855732244e-01 2.770842663834178349e-02 1.208899326760849574e-01
7.801864535086571184e-01 6.419294836765579437e-02 1.556205981236870872e-01
8.921944730333456475e-01 4.998553715169740119e-02 5.781998981495701379e-02
7.753203288515210234e-01 5.152861946924304493e-02 1.731510516792360843e-01
8.407784768387567276e-01 2.817651896937981709e-02 1.310450041918635455e-01
8.485705612493297245e-01 2.790174513012958629e-02 1.235276936205405712e-01
8.535654633598983576e-01 1.565643675396601736e-02 1.307780998861355903e-01
8.559181602174952275e-01 3.477260570864498107e-02 1.093092340738597706e-01
8.141194464635100880e-01 3.234719364285361387e-02 1.535333598936362010e-01
8.399745019952979952e-01 3.604792644638274424e-02 1.239775715583193161e-01
8.409167849910821335e-01 2.589984464112222995e-02 1.331833703677956227e-01
8.461229207446721023e-01 1.381560815579726403e-02 1.400614710995305434e-01
8.602652683394690358e-01 3.638602548776229129e-02 1.033487061727686313e-01
8.289994502268975829e-01 2.039545456354371206e-02 1.506050952095587536e-01
7.708759061653018829e-01 7.549752446990085075e-02 1.536265693647972941e-01
8.173112965274870190e-01 9.199130150604700740e-02 9.069740196646594588e-02
8.517605410294775137e-01 1.553465531162079999e-02 1.327048036589016100e-01
8.657592582735436082e-01 2.909979711336790897e-02 1.051409446130884828e-01
7.859065920115233528e-01 4.867677534248074367e-02 1.654166326459959868e-01
8.408523181666768265e-01 3.476476361912860663e-02 1.243829182141946432e-01
7.900775608271526362e-01 6.410039067318652750e-02 1.458220484996609612e-01
8.608994173444474152e-01 1.120786943352072504e-02 1.278927132220319118e-01
8.628546796253605544e-01 2.896426586852039048e-02 1.081810545061188539e-01
8.277738433994921152e-01 2.084461608717064554e-02 1.513815405133371594e-01
8.444280981953584675e-01 4.483244253879833940e-02 1.107394592658432625e-01
8.536588789866080829e-01 2.673020422177613958e-02 1.196109167916157012e-01
8.575745112211918819e-01 1.110172188914551085e-02 1.313237668896625188e-01
8.544085863436325923e-01 3.182930725158339413e-02 1.137621064047840691e-01
8.084389821916576624e-01 3.564419402925113334e-02 1.559168237790911904e-01
8.457644899599316979e-01 3.466417078398838225e-02 1.195713392560798644e-01
8.541207609392631461e-01 2.172476799611458564e-02 1.241544710646222266e-01
8.316580420786063854e-01 2.232992763734030495e-02 1.460120302840533513e-01
8.571365573616606115e-01 3.666763237618080040e-02 1.061958102621587824e-01
7.790102756853188870e-01 4.815611257929550137e-02 1.728336117353856949e-01
8.496536251312426513e-01 3.372748463995601381e-02 1.166188902288011614e-01
8.495306764993973969e-01 2.353733582527596860e-02 1.269319876753264853e-01
8.556169601962585469e-01 1.116903650513327746e-02 1.332140032986081080e-01
8.598555436362240734e-01 3.588010330438823337e-02 1.042643530593876516e-01
7.799198741439065108e-01 5.667357473579136273e-02 1.634065511203021681e-01
8.328258656102611734e-01 4.399836504781274443e-02 1.231757693419260613e-01
8.459604882718134711e-01 3.348321135240566598e-02 1.205563003757808699e-01
8.530431649930139137e-01 1.975641008135847754e-02 1.272004249256277197e-01
8.563742379383687542e-01 3.635868077908017970e-02 1.072670812825511494e-01
8.198502146301402949e-01 4.387115341246797251e-02 1.362786319573917604e-01
8.376756619340267607e-01 4.884618824803216297e-02 1.134781498179409376e-01
8.511029866285457768e-01 3.827366229647616996e-02 1.106233510749780602e-01
8.851593279162505157e-01 5.089857333065297279e-02 6.394209875309656010e-02
8.523587413349776876e-01 3.965614796348844451e-02 1.079851107015338263e-01
8.206993422046540143e-01 2.067761619393341382e-02 1.586230416014125233e-01
8.619753369482742178e-01 7.434884510138298208e-02 6.367581795034289727e-02
8.802076925160803311e-01 5.828028127618339882e-02 6.151202620773640883e-02
8.350077184061845958e-01 3.705714178108852203e-02 1.279351398127268058e-01
8.426209926506638137e-01 5.089324038279099960e-02 1.064857669665452700e-01
8.186456340100626283e-01 4.037793707739820159e-02 1.409764289125391978e-01
8.275089581827729246e-01 4.399881280743203615e-02 1.284922290097951225e-01
8.404899959076981286e-01 3.347848565668261334e-02 1.260315184356193274e-01
8.303702637970792333e-01 3.157984709499041254e-02 1.380498891079302848e-01
7.728212196769091991e-01 1.040194351940057355e-01 1.231593451290850655e-01
7.731027456472665538e-01 6.551022926608775221e-02 1.613870250866457356e-01
8.237322174553628473e-01 5.458723741597195506e-02 1.216805451286651907e-01
8.335413767797991147e-01 5.600653123776518083e-02 1.104520919824356073e-01
8.446366385687318346e-01 2.940361763435128672e-02 1.259597437969169620e-01
8.469514865847965757e-01 4.734763060221789527e-02 1.057008828129855776e-01
7.697627051376293439e-01 6.879299145274359040e-02 1.614443034096268714e-01
8.348789543430903404e-01 5.832698205312653733e-02 1.067940636037830737e-01
