EM1 EM2 EM3
8.336477206494483649e-01 4.478058471358206671e-02 1.215716946369695128e-01
7.748128055476314335e-01 7.255599793303306455e-02 1.526311965193355435e-01
8.441835715085368452e-01 4.847023594954372877e-02 1.073461925419193913e-01
8.117525896259909501e-01 3.962702442508263256e-02 1.486203859489264867e-01
7.522601720941657355e-01 9.748598074458499074e-02 1.502538471612492876e-01
8.398041131148521465e-01 4.104531047620890716e-02 1.191505764089388492e-01
7.545937518776842934e-01 7.898897924659965819e-02 1.664172688757161178e-01
6.924113177504359617e-01 2.020613825215388237e-01 1.055272997280252423e-01
7.677781558525889061e-01 6.456219578250478597e-02 1.676596483649062941e-01
8.184553917429534531e-01 5.450338988256679673e-02 1.270412183744797918e-01
8.433403399400661860e-01 4.223372371121063978e-02 1.144259363487231534e-01
8.512540452901098398e-01 2.827000191027890727e-02 1.204759527996112911e-01
8.106127605756399124e-01 7.308524700764744420e-02 1.163019924167126157e-01
7.660599624999242518e-01 7.675729525546641507e-02 1.571827422446094025e-01
8.195865314492518650e-01 5.350187963726900364e-02 1.269115889134790620e-01
8.287308660552044071e-01 4.425498790447114639e-02 1.270141460403244882e-01
8.332202869821565550e-01 2.044930462021972428e-02 1.463304083976237902e-01
8.185584971094033158e-01 4.940781414184126918e-02 1.320336887487553734e-01
7.632303217997959965e-01 7.572468602189928732e-02 1.610449921783046467e-01
8.177912035649594902e-01 5.423239916376593889e-02 1.279763972712745779e-01
8.249164576019150097e-01 4.827763665597395448e-02 1.268059057421108970e-01
8.223750939099742086e-01 4.074948602534913394e-02 1.368754200646767061e-01
8.021403061439760229e-01 6.968099334792277055e-02 1.281787005081010677e-01
7.554468835217142964e-01 7.236941947955410903e-02 1.721836969987315391e-01
8.105961428447859829e-01 5.060133256654009148e-02 1.388025245886738424e-01
8.176823039816339955e-01 4.462978722037284907e-02 1.376879087979932248e-01
8.367052652171965699e-01 6.215007086688672383e-02 1.011446639159168520e-01
8.083403586656494610e-01 7.165843001123893552e-02 1.200012113231114647e-01
7.633006751027689996e-01 7.503695822994833897e-02 1.616623666672824811e-01
8.173487171045447086e-01 5.252382687308191495e-02 1.301274560223732724e-01
8.243787446460851820e-01 4.643760230225110752e-02 1.291836530516637105e-01
8.220630889341963288e-01 3.929439076490905125e-02 1.386425203008944951e-01
8.260819557246463773e-01 5.217258839618708205e-02 1.217454558791665059e-01
7.728100158853860036e-01 6.503905652445685082e-02 1.621509275901571734e-01
8.243137641814662908e-01 4.441235686890866730e-02 1.312738789496250280e-01
8.306776195795054774e-01 3.901391638504121684e-02 1.303084640354533197e-01
8.276752219394726273e-01 3.292219111513694507e-02 1.394025869453903721e-01
8.152554844334366502e-01 6.144991679732167422e-02 1.232945987692416895e-01
7.697079858507300809e-01 6.398878262429387453e-02 1.663032315249760862e-01
8.223936376922511560e-01 4.485373443963466822e-02 1.327526278681141203e-01
8.287606911312774827e-01 3.944870986901277687e-02 1.317905989997096849e-01
8.253356539080888288e-01 3.292616646401212016e-02 1.417381796278989747e-01
8.082736067180339434e-01 5.864156493546151400e-02 1.330848283465046744e-01
7.643584996750384386e-01 5.792287862259175302e-02 1.777186217023698500e-01
8.147054316523122397e-01 4.187996774446776233e-02 1.434146006032200604e-01
8.153352765015571268e-01 3.506571685663400356e-02 1.495990066418089737e-01
8.174154977965362168e-01 3.028122272857871472e-02 1.523032794748850338e-01
8.148556942382884083e-01 5.984806879383915840e-02 1.252962369678724541e-01
7.698132153362022834e-01 6.350852706014228910e-02 1.666782576036553443e-01
8.210485093578632210e-01 4.373957934061983160e-02 1.352119113015170793e-01
8.281463936369611867e-01 3.806097438284458678e-02 1.337926319801942543e-01
8.250050626543672383e-01 3.187039079973044697e-02 1.431245465459024535e-01
8.179602352286764466e-01 6.183974601174244135e-02 1.202000187595811675e-01
7.697448048255021158e-01 6.607829510941454210e-02 1.641769000650834531e-01
8.224438235102403683e-01 4.407349722272298209e-02 1.334826792670366080e-01
8.282500996697272910e-01 3.875746695300544276e-02 1.329924333772672662e-01
8.255468386078876897e-01 3.248086366880743175e-02 1.419722977233047467e-01
8.120471241381738148e-01 6.222476824053792266e-02 1.257281076212882209e-01
7.668613608335885790e-01 6.068865656196743147e-02 1.724499826044439132e-01
8.191387662797410263e-01 4.509746305363013241e-02 1.357637706666288413e-01
8.262298060379836828e-01 3.913105365604437058e-02 1.346391403059720993e-01
8.231162965124355635e-01 3.239363568902307172e-02 1.444900677985413717e-01
8.050959822652182796e-01 5.931174024377899173e-02 1.355922774910027218e-01
7.583917142357062824e-01 6.193515517038880591e-02 1.796731305939048284e-01
8.119590948174038036e-01 4.155435605874771565e-02 1.464865491238485085e-01
8.167810892140436874e-01 3.922316781953361781e-02 1.439957429664227018e-01
8.159642513592411106e-01 2.937225637029118944e-02 1.546634922704678006e-01
8.124162883957822823e-01 6.080313430067869201e-02 1.267805773035388661e-01
7.698343901615474216e-01 6.093565918420654204e-02 1.692299506542459253e-01
8.192086229418813481e-01 4.333014057563306515e-02 1.374612364824855937e-01
8.257482776571980487e-01 3.772621937084712912e-02 1.365255029719547875e-01
8.228716038343718564e-01 3.136397443287420456e-02 1.457644217327540292e-01
8.256222044299141860e-01 4.972985978259452516e-02 1.246479357874913235e-01
7.710327844080461235e-01 7.124822002615946448e-02 1.577189955657944120e-01
8.232737038441495514e-01 4.948463282370840766e-02 1.272416633321420687e-01
8.297931425629229141e-01 4.411576462141047345e-02 1.260910928156665223e-01
8.358905888440184562e-01 2.173699416255808065e-02 1.423724169934232620e-01
8.136485612557305958e-01 6.769268957340865422e-02 1.186587491708607639e-01
7.681302480400263866e-01 7.032705748019293934e-02 1.615426944797805353e-01
8.215374438343878705e-01 5.016193604518854460e-02 1.283006201204234809e-01
8.282798353281509707e-01 4.466742367067615127e-02 1.270527410011727254e-01
8.250299217920081807e-01 3.737149204059966173e-02 1.375985861673921229e-01
8.069299358511849984e-01 6.462235423106385546e-02 1.284477099177511461e-01
7.601249856375577041e-01 6.727054172384717978e-02 1.726044726385950190e-01
8.141061697577852696e-01 4.686150568121842663e-02 1.390323245609964009e-01
8.196727177450907620e-01 4.372557818491963622e-02 1.366017040699895879e-01
8.173331093751670107e-01 3.444821741005153065e-02 1.482186732147814934e-01
8.132341242608754905e-01 6.639098483717176258e-02 1.203748909019528579e-01
7.681838352534632319e-01 6.969293711377769207e-02 1.621232276327590760e-01
8.209419144118622613e-01 4.857988774468174203e-02 1.304781978434559064e-01
8.276301790797152558e-01 4.296347054620065081e-02 1.294063503740842391e-01
8.246336463298968855e-01 3.606381637114956795e-02 1.393025372989536159e-01
8.266253040260701512e-01 5.193636488609905399e-02 1.214383310878308225e-01
7.714333941677888884e-01 7.230789303933679579e-02 1.562587127928743713e-01
8.238220332629055953e-01 5.086569396317335706e-02 1.253122727739209297e-01
8.557661921695660645e-01 6.842247071110303669e-02 7.581133711933080166e-02
8.298061874697404416e-01 2.965481584807587445e-02 1.405389966821836423e-01
8.246912926447896863e-01 5.200091677133300561e-02 1.233077905838773358e-01
7.856918120279109408e-01 9.147907918348828493e-02 1.228291087886007882e-01
8.214719038944491292e-01 5.338292612621287764e-02 1.251451699793380001e-01
8.288923788410830218e-01 4.607159552809356878e-02 1.250360256308233886e-01
8.553888428078531003e-01 4.941684233935884213e-02 9.519431485278806448e-02
8.074688488785136675e-01 6.578770025146908618e-02 1.267434508700172324e-01
7.605806256302136692e-01 6.834029837218755232e-02 1.710790759975986952e-01
8.127673273405919829e-01 4.775601752748911272e-02 1.394766551319188141e-01
8.202292966516053774e-01 4.527078079719738107e-02 1.344999225511971930e-01
8.180252486984262994e-01 3.577014252628817753e-02 1.462046087752854884e-01
8.178237345470203978e-01 6.791027102232244372e-02 1.142659944306570474e-01
7.685168112415935449e-01 7.070590443801638703e-02 1.607772843203902069e-01
8.168250285439137004e-01 5.323251458137042563e-02 1.299424568747159503e-01
8.281841896173323114e-01 4.432061612470901413e-02 1.274951942579585218e-01
8.247629066479001958e-01 2.974642063716511492e-02 1.454906727149346268e-01
8.457084728289907538e-01 3.249227879375038430e-02 1.217992483772588619e-01
8.073225101307519580e-01 4.510906141735056274e-02 1.475684284518974654e-01
8.114103234945893028e-01 6.297860313935203791e-02 1.256110733660587564e-01
8.209082757737187208e-01 5.507758416591969353e-02 1.240141400603615995e-01
8.365725149100646796e-01 1.977476224560719212e-02 1.436527228443281456e-01
8.361482564277032958e-01 5.487996673865111474e-02 1.089717768336456033e-01
7.576269554002782458e-01 7.299346191282411744e-02 1.693795826868977061e-01
8.099569111307809433e-01 6.352847181354227823e-02 1.265146170556768201e-01
8.159298972684662088e-01 5.965423852652688291e-02 1.244158642050068042e-01
8.135313424270304017e-01 4.951157113988601671e-02 1.369570864330835469e-01
8.364019586897680769e-01 2.990741689684716167e-02 1.336906244133848065e-01
7.961362073965294606e-01 4.159307317207159432e-02 1.622707194313988688e-01
8.027382021805994361e-01 5.959455112662063320e-02 1.376672466927800209e-01
8.157338581884312489e-01 5.254491051843761945e-02 1.317212312931312634e-01
8.205463026687851436e-01 3.531449338403745003e-02 1.441392039471774689e-01
8.343315508062950636e-01 5.401801849257704957e-02 1.116504307011278035e-01
7.576493054677673200e-01 7.185968003389170411e-02 1.704910144983410036e-01
8.146301731155785042e-01 4.041855919677159875e-02 1.449512676876499317e-01
8.172671757271094961e-01 5.468910926791523824e-02 1.280437150049752726e-01
8.262581666935033819e-01 3.798789710387311114e-02 1.357539362026235485e-01
8.309658108683827260e-01 4.303764165365798339e-02 1.259965474779593808e-01
7.663524982584896117e-01 5.380690628543823018e-02 1.798405954560721165e-01
8.287280316308595074e-01 4.212829300600626214e-02 1.291436753631343415e-01
8.463682103448766370e-01 2.592235538146347301e-02 1.277094342736599109e-01
8.479929354792384855e-01 1.778686920032754304e-02 1.342201953204339993e-01
8.545054286416938760e-01 3.292944217821264230e-02 1.125651291800935233e-01
7.617523955498118893e-01 5.358047101353350522e-02 1.846671334366545292e-01
8.163966511046337748e-01 4.365002699151868115e-02 1.399533219038475440e-01
8.296979501030399273e-01 3.769396495959898702e-02 1.326080849373610926e-01
8.456628899524317733e-01 1.816891388972976390e-02 1.361681961578384836e-01
8.286094597193793820e-01 3.638408878882370273e-02 1.350064514917968805e-01
8.073362446523355551e-01 1.809283937709275578e-02 1.745709159705718383e-01
8.247189915584990372e-01 2.500184678724810816e-02 1.502791616542527575e-01
8.298232351937468998e-01 3.070251318874899285e-02 1.394742516175040969e-01
8.231370842124774434e-01 1.890594887638034557e-02 1.579569669111422492e-01
8.400730044531404817e-01 3.767349216846113680e-02 1.222535033783984232e-01
7.713508629084481205e-01 5.311681853976896184e-02 1.755323185517829732e-01
7.502918585076625568e-01 8.129085470709437877e-02 1.684172867852431754e-01
8.190805019105920071e-01 4.917675668625715035e-02 1.317427414031507593e-01
8.287614780282309690e-01 2.123632977650204492e-02 1.500021921952669479e-01
8.441252024669197995e-01 3.219788092394003376e-02 1.236769166091400279e-01
8.113344710348970867e-01 3.561964301196669097e-02 1.530458859531363403e-01
8.358265967804322516e-01 3.796077330046600251e-02 1.262126299191017875e-01
8.466971686254824991e-01 2.542990568603007220e-02 1.278729256884873766e-01
8.555559422483439702e-01 9.638990814135439678e-03 1.348050669375207289e-01
8.557086662162357582e-01 3.065783466121750969e-02 1.136334991225468050e-01
7.412403998682702833e-01 8.086454979534613008e-02 1.778950503363835589e-01
8.345091207906882858e-01 3.441620111672762800e-02 1.310746780925841071e-01
8.452536197535277518e-01 2.574292357374131576e-02 1.290034566727308318e-01
8.534364551689953560e-01 9.803239731424984865e-03 1.367603050995795932e-01
8.343684444993837435e-01 2.983683870013846551e-02 1.357947168004778604e-01
7.968560045961262661e-01 2.917796417414516771e-02 1.739660312297285349e-01
8.239771586588691132e-01 3.379059860627128820e-02 1.422322427348595153e-01
8.372731616303457081e-01 2.280924350340755163e-02 1.399175948662467750e-01
8.452337001874841160e-01 7.217530959338898898e-03 1.475487688531769981e-01
8.408202623953100474e-01 3.622140699244542211e-02 1.229583306122443986e-01
8.105265329501886162e-01 3.463878977551250460e-02 1.548346772742987543e-01
8.320635896795527398e-01 3.419557657134650319e-02 1.337408337491008126e-01
8.425847452442893903e-01 2.548686675768046042e-02 1.319283879980301111e-01
8.514069755498263614e-01 9.597704289065646724e-03 1.389953201611079936e-01
8.355671355638656372e-01 4.645164810328915317e-02 1.179812163328452373e-01
7.612964710063355733e-01 7.124700736266634249e-02 1.674565216309981119e-01
8.142534053790432269e-01 5.805620788351080475e-02 1.276903867374461210e-01
7.535499690081974844e-01 8.836192531919408177e-02 1.580881056726085032e-01
7.447767821015951473e-01 9.639219485742397953e-02 1.588310230409809565e-01
8.266182281845055879e-01 4.927674849197012652e-02 1.241050233235241745e-01
7.528178176981454861e-01 6.530508076228257186e-02 1.818771015395718726e-01
8.123057825828020606e-01 5.902125582958037825e-02 1.286729615876175126e-01
7.478361522278880180e-01 9.170173221329940005e-02 1.604621155588126791e-01
8.215550572781624705e-01 3.205402996730758597e-02 1.463909127545299227e-01
8.199914004707240522e-01 4.591933407668152833e-02 1.340892654525945304e-01
7.460461913880161999e-01 6.602998439764666549e-02 1.879238242143371762e-01
8.157988298603398025e-01 4.526790490258188193e-02 1.389332652370783017e-01
7.950707065800025619e-01 5.981197523122652737e-02 1.451173181887708552e-01
8.260991986766501594e-01 2.838957113042567953e-02 1.455112301929241680e-01
8.253719640555735593e-01 4.725221475693332923e-02 1.273758211874929103e-01
7.508193190160338260e-01 6.513412984721851651e-02 1.840465511367476992e-01
8.101864263704231517e-01 5.812849971448649788e-02 1.316850739150902672e-01
8.105469368933385654e-01 5.527364713130651641e-02 1.341794159753548765e-01
8.194543149938611215e-01 3.105568350763135421e-02 1.494900014985074965e-01
7.332459630946170925e-01 1.279656237313363809e-01 1.387884131740464433e-01
7.490230194403535435e-01 7.560063875564862479e-02 1.753763418039978872e-01
7.858812468534817075e-01 7.218240302888156990e-02 1.419363501176366671e-01
7.404973056686983135e-01 1.053583607036046865e-01 1.541443336276970277e-01
7.554874076049927778e-01 8.220831871169637095e-02 1.623042736833109068e-01
8.346628610854968100e-01 5.548808965668520360e-02 1.098490492578181321e-01
8.078901491371132115e-01 4.180799634783991664e-02 1.503018545150469620e-01
7.314803487035175245e-01 1.159676504637949523e-01 1.525520008326876065e-01
