4.44E-01	5.56E-01	0.00E+00	
3.98E-01	6.02E-01	0.00E+00
3.65E-01	5.19E-01	1.16E-01
4.30E-01	5.70E-01	0.00E+00
5.16E-01	4.24E-01	5.95E-02
3.74E-01	5.77E-01	4.92E-02
5.14E-01	4.83E-01	2.39E-03
4.66E-01	5.34E-01	0.00E+00
4.46E-01	4.54E-01	1.00E-01
4.64E-01	4.77E-01	5.87E-02
4.88E-01	4.38E-01	7.40E-02
4.73E-01	4.74E-01	5.30E-02
4.21E-01	5.47E-01	3.22E-02
5.12E-01	4.22E-01	6.61E-02
3.98E-01	5.92E-01	9.30E-03
4.67E-01	5.33E-01	0.00E+00
4.20E-01	5.80E-01	0.00E+00
4.60E-01	4.05E-01	1.35E-01
3.45E-01	5.92E-01	6.29E-02
4.34E-01	5.41E-01	2.51E-02
4.76E-01	4.60E-01	6.40E-02
6.03E-01	3.65E-01	3.12E-02
4.45E-01	4.66E-01	8.90E-02
5.42E-01	4.36E-01	2.16E-02
3.85E-01	5.16E-01	9.93E-02
3.78E-01	4.94E-01	1.28E-01
4.62E-01	5.38E-01	0.00E+00
4.01E-01	5.99E-01	0.00E+00
4.96E-01	4.42E-01	6.20E-02
3.73E-01	5.82E-01	4.52E-02
2.87E-01	6.53E-01	5.95E-02
2.46E-01	6.57E-01	9.68E-02
4.43E-01	4.36E-01	1.22E-01
5.42E-01	3.63E-01	9.56E-02
5.10E-01	4.64E-01	2.59E-02
4.20E-01	5.62E-01	1.71E-02
4.92E-01	4.58E-01	5.01E-02
4.70E-01	5.08E-01	2.17E-02
5.44E-01	4.02E-01	5.32E-02
5.54E-01	4.46E-01	0.00E+00
4.59E-01	5.36E-01	5.42E-03
6.44E-01	3.05E-01	5.11E-02
4.17E-01	5.53E-01	2.97E-02
3.55E-01	4.70E-01	1.75E-01
4.92E-01	4.67E-01	4.08E-02
4.69E-01	4.50E-01	8.12E-02
5.22E-01	4.29E-01	4.94E-02
5.00E-01	4.94E-01	6.52E-03
4.98E-01	4.36E-01	6.66E-02
3.96E-01	5.77E-01	2.67E-02
4.58E-01	5.34E-01	8.44E-03
4.72E-01	4.36E-01	9.24E-02
4.25E-01	5.75E-01	0.00E+00
4.38E-01	4.11E-01	1.51E-01
4.77E-01	4.14E-01	1.08E-01
3.90E-01	5.27E-01	8.25E-02
4.56E-01	5.28E-01	1.65E-02
4.26E-01	4.70E-01	1.05E-01
4.33E-01	4.97E-01	6.98E-02
4.90E-01	4.16E-01	9.32E-02
5.03E-01	4.97E-01	0.00E+00
3.72E-01	6.05E-01	2.38E-02
6.25E-01	3.75E-01	0.00E+00
4.94E-01	5.06E-01	0.00E+00
3.90E-01	4.86E-01	1.24E-01
4.99E-01	4.99E-01	1.81E-03
4.51E-01	5.07E-01	4.26E-02
4.99E-01	4.40E-01	6.13E-02
5.17E-01	4.41E-01	4.22E-02
4.81E-01	5.19E-01	0.00E+00
3.99E-01	5.39E-01	6.17E-02
4.65E-01	5.35E-01	0.00E+00
3.35E-01	4.58E-01	2.07E-01
5.27E-01	4.56E-01	1.72E-02
2.97E-01	5.91E-01	1.12E-01
4.17E-01	5.70E-01	1.30E-02
3.91E-01	5.12E-01	9.71E-02
3.16E-01	5.69E-01	1.15E-01
3.87E-01	6.13E-01	0.00E+00
4.16E-01	4.54E-01	1.29E-01
4.77E-01	4.17E-01	1.06E-01
4.64E-01	4.27E-01	1.09E-01
4.22E-01	4.57E-01	1.20E-01
4.65E-01	4.14E-01	1.21E-01
4.22E-01	5.30E-01	4.74E-02
4.62E-01	5.38E-01	0.00E+00
4.53E-01	5.40E-01	7.05E-03
3.98E-01	6.02E-01	0.00E+00
5.47E-01	4.53E-01	0.00E+00
4.49E-01	4.38E-01	1.13E-01
4.53E-01	5.14E-01	3.30E-02
4.32E-01	5.50E-01	1.83E-02
5.39E-01	3.96E-01	6.54E-02
5.33E-01	4.42E-01	2.40E-02
4.99E-01	4.68E-01	3.22E-02
4.28E-01	5.46E-01	2.68E-02
4.51E-01	4.96E-01	5.26E-02
4.83E-01	4.91E-01	2.60E-02
4.78E-01	5.22E-01	0.00E+00
4.26E-01	4.46E-01	1.28E-01
4.79E-01	4.60E-01	6.08E-02
4.14E-01	5.13E-01	7.36E-02
3.90E-01	5.79E-01	3.06E-02
3.49E-01	4.14E-01	2.38E-01
3.56E-01	6.44E-01	0.00E+00
3.42E-01	5.24E-01	1.35E-01
4.10E-01	5.81E-01	9.63E-03
5.65E-01	4.35E-01	0.00E+00
4.40E-01	5.60E-01	0.00E+00
2.64E-01	7.36E-01	0.00E+00
3.77E-01	6.10E-01	1.29E-02
5.58E-01	4.42E-01	0.00E+00
5.38E-01	4.04E-01	5.80E-02
3.66E-01	5.35E-01	9.94E-02
4.48E-01	5.44E-01	8.39E-03
5.65E-01	4.27E-01	8.74E-03
4.92E-01	4.60E-01	4.75E-02
4.91E-01	4.81E-01	2.76E-02
2.69E-01	5.08E-01	2.23E-01
4.77E-01	5.17E-01	6.56E-03
5.10E-01	4.02E-01	8.80E-02
4.38E-01	5.62E-01	0.00E+00
5.00E-01	4.28E-01	7.17E-02
3.83E-01	5.22E-01	9.50E-02
4.53E-01	5.21E-01	2.60E-02
3.56E-01	6.01E-01	4.31E-02
4.46E-01	5.26E-01	2.86E-02
4.72E-01	4.54E-01	7.45E-02
4.59E-01	5.31E-01	9.73E-03
4.64E-01	4.38E-01	9.76E-02
3.62E-01	5.33E-01	1.05E-01
4.02E-01	5.35E-01	6.29E-02
3.58E-01	5.28E-01	1.13E-01
4.80E-01	4.15E-01	1.05E-01
4.36E-01	4.49E-01	1.15E-01
2.51E-01	7.49E-01	0.00E+00
4.00E-01	4.42E-01	1.58E-01
3.61E-01	5.30E-01	1.09E-01
4.24E-01	4.81E-01	9.47E-02
5.49E-01	4.51E-01	0.00E+00
4.30E-01	5.00E-01	6.98E-02
4.66E-01	5.01E-01	3.27E-02
5.07E-01	4.93E-01	0.00E+00
5.07E-01	4.82E-01	1.12E-02
4.53E-01	5.01E-01	4.63E-02
3.86E-01	5.64E-01	4.92E-02
4.76E-01	4.41E-01	8.27E-02
4.11E-01	4.78E-01	1.11E-01
4.63E-01	3.83E-01	1.54E-01
4.30E-01	5.70E-01	0.00E+00
5.07E-01	4.57E-01	3.68E-02
4.59E-01	4.47E-01	9.42E-02
5.34E-01	4.10E-01	5.60E-02
5.02E-01	4.69E-01	2.92E-02
2.80E-01	7.20E-01	0.00E+00
2.55E-01	5.81E-01	1.64E-01
4.32E-01	5.28E-01	4.01E-02
3.60E-01	3.72E-01	2.68E-01
5.35E-01	4.65E-01	0.00E+00
5.00E-01	4.84E-01	1.58E-02
5.04E-01	4.96E-01	0.00E+00
5.45E-01	4.33E-01	2.17E-02
4.89E-01	4.34E-01	7.74E-02
4.51E-01	5.19E-01	3.00E-02
4.63E-01	4.97E-01	3.99E-02
4.51E-01	5.49E-01	0.00E+00
3.21E-01	6.34E-01	4.54E-02
4.86E-01	4.17E-01	9.68E-02
2.89E-01	6.38E-01	7.28E-02
4.84E-01	5.14E-01	2.32E-03
4.71E-01	5.29E-01	0.00E+00
5.06E-01	4.21E-01	7.31E-02
3.07E-01	6.53E-01	4.02E-02
2.83E-01	5.69E-01	1.48E-01
4.67E-01	5.16E-01	1.66E-02
4.20E-01	5.80E-01	0.00E+00
4.67E-01	5.33E-01	0.00E+00
4.40E-01	5.14E-01	4.56E-02
2.78E-01	6.22E-01	9.94E-02
7.12E-01	2.88E-01	0.00E+00
3.03E-01	5.62E-01	1.36E-01
4.82E-01	5.18E-01	0.00E+00
4.85E-01	4.40E-01	7.55E-02
1.68E-01	7.06E-01	1.27E-01
4.81E-01	4.60E-01	5.90E-02
3.56E-01	5.98E-01	4.58E-02
5.08E-01	4.53E-01	3.97E-02
4.50E-01	4.59E-01	9.10E-02
3.79E-01	5.36E-01	8.47E-02
4.65E-01	5.33E-01	1.78E-03
5.13E-01	4.58E-01	2.93E-02
3.15E-01	5.71E-01	1.14E-01
3.42E-01	6.10E-01	4.81E-02
4.79E-01	4.26E-01	9.49E-02
4.44E-01	5.21E-01	3.46E-02
4.23E-01	5.51E-01	2.56E-02
5.30E-01	4.10E-01	5.95E-02
4.47E-01	5.53E-01	0.00E+00
3.81E-01	4.18E-01	2.01E-01
4.29E-01	4.24E-01	1.47E-01
4.15E-01	4.29E-01	1.56E-01
4.33E-01	5.67E-01	0.00E+00
4.75E-01	4.38E-01	8.68E-02
4.29E-01	5.48E-01	2.27E-02
4.83E-01	4.32E-01	8.48E-02
4.63E-01	4.47E-01	8.99E-02
4.39E-01	5.24E-01	3.63E-02
3.78E-01	5.01E-01	1.21E-01
4.67E-01	5.33E-01	0.00E+00
3.20E-01	6.04E-01	7.64E-02
4.39E-01	5.11E-01	4.97E-02
3.33E-01	6.06E-01	6.08E-02
5.39E-01	4.61E-01	0.00E+00
4.75E-01	4.40E-01	8.48E-02
6.38E-01	3.52E-01	9.80E-03
3.75E-01	6.25E-01	0.00E+00
3.66E-01	4.70E-01	1.65E-01
4.60E-01	4.83E-01	5.70E-02
4.05E-01	5.95E-01	0.00E+00
3.74E-01	6.17E-01	8.75E-03
