3.568111017721879996e-01,2.770885458011940750e-01,3.661003524266178699e-01
7.932759171633411155e-01,6.805379483295484651e-03,1.999187033533634528e-01
3.416105043809787578e-02,7.693367693896624449e-01,1.965021801722397210e-01
1.242812156241577953e-01,2.410598232991905954e-01,6.346589610766516509e-01
4.961333736217755641e-01,2.607052517521644686e-01,2.431613746260599396e-01
1.526159089182612949e-01,4.372700966551130719e-01,4.101139944266256609e-01
4.506405379868485550e-01,5.340754873818348569e-01,1.528397463131660541e-02
0.000000000000000000e+00,1.117227033328687391e-01,8.882772966671312886e-01
9.165857665496398576e-01,0.000000000000000000e+00,8.341423345036008685e-02
2.221652830279110830e-04,8.872465123417885291e-01,1.125313223751835956e-01
