3.373727512068855905e-01,1.962881632190159875e-01,4.663390855740984220e-01
8.100095118334601496e-01,3.254750391094421436e-02,1.574429842555956083e-01
1.535314843865350507e-03,5.657152623081012077e-01,4.327494228480334160e-01
8.103483417492840513e-02,1.310202846938926802e-01,7.879448811311788869e-01
4.910391945299482086e-01,2.043698357950952393e-01,3.045909696749565243e-01
1.202619505393539706e-01,3.022176181230633585e-01,5.775204313375826848e-01
4.535142442613223079e-01,4.317359349889671738e-01,1.147498207497105183e-01
0.000000000000000000e+00,3.059250906953420255e-03,9.969407490930465299e-01
9.913923890943768802e-01,8.607610905623125017e-03,0.000000000000000000e+00
0.000000000000000000e+00,6.440881043502626468e-01,3.559118956497374087e-01
