3.888657350479051700e-01,2.199100175990898742e-01,3.912242473530049280e-01
8.618279163571329615e-01,2.097503898785705277e-03,1.360745797440813531e-01
4.808395555938504290e-02,6.575141823638261940e-01,2.944018620767887562e-01
1.309094893721535202e-01,1.654084091091155284e-01,7.036821015187310069e-01
5.417537896108444162e-01,2.162475216636035313e-01,2.419986887255520525e-01
1.678780312011556586e-01,3.531058751686591002e-01,4.790160936301852690e-01
4.993931081474559108e-01,4.703518982494596656e-01,3.025499360308440966e-02
0.000000000000000000e+00,3.129616997508265913e-02,9.687038300249173339e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.334953964888468611e-02,7.649434509050573316e-01,2.217070094460580343e-01
