4.188810599671001778e-01,1.994551728598191465e-01,3.816637671730807035e-01
8.668231323934791899e-01,2.899371334705363665e-03,1.302774962718154239e-01
4.670271167095013665e-02,6.270102565337396516e-01,3.262870317953102117e-01
2.051517802123788980e-01,1.312047474657342672e-01,6.636434723218868070e-01
5.522042123941153235e-01,2.041330429117355905e-01,2.436627446941490860e-01
2.043784277102909108e-01,3.242642671496459017e-01,4.713573051400631320e-01
4.716981664755061643e-01,4.614430463836481922e-01,6.685878714084560193e-02
9.436371074154382976e-02,0.000000000000000000e+00,9.056362892584561841e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.351990656353128983e-01,2.648009343646871017e-01
