3.539653219991206190e-01,2.351973796903991110e-01,4.108372983104802700e-01
7.589070686171681679e-01,7.464606481834170151e-03,2.336283249009976914e-01
7.341127878954024910e-02,6.681458924768227670e-01,2.584428287336369423e-01
1.263154653414768347e-01,1.946018685293661177e-01,6.790826661291570199e-01
4.882679022299901139e-01,2.255057326452413469e-01,2.862263651247685670e-01
1.668970450798361593e-01,3.727884989182703168e-01,4.603144560018935239e-01
4.628839268986696398e-01,4.710848645566405035e-01,6.603120854468982892e-02
0.000000000000000000e+00,7.408811908070282726e-02,9.259118809192972144e-01
8.874173474137037054e-01,0.000000000000000000e+00,1.125826525862963085e-01
4.845223543663484261e-02,7.749851864565950876e-01,1.765625781067700906e-01
