EM1 EM2 EM3 cv
4.715899259910541019e+01 3.088108166459632997e+01 2.195992573629826339e+01 4.862298042738050913e-02
4.678739419244151776e+01 2.949548515830952411e+01 2.371712064924895458e+01 4.542671236976529581e-02
4.870427839638241352e+01 2.865446599177796472e+01 2.264125561183962176e+01 4.857926662285465269e-02
4.752487238395662672e+01 2.878463071435166398e+01 2.369049690169170219e+01 4.888877961865063793e-02
4.874065095648804657e+01 2.751630986606782159e+01 2.374303917744413184e+01 4.312570273334577486e-02
4.735621622720940849e+01 3.202810932702748659e+01 2.061567444576309427e+01 4.873142443439050508e-02
4.636880179979593919e+01 3.158180415497456295e+01 2.204939404522949786e+01 4.542548878533397838e-02
4.687556731201623705e+01 3.110509905796074293e+01 2.201933363002302357e+01 4.840189498123868839e-02
4.686976336402167220e+01 3.092734605888408694e+01 2.220289057709423020e+01 4.884581769296295756e-02
4.521702163534200025e+01 3.170127765287382005e+01 2.308170071178417970e+01 4.622619400588446475e-02
4.572718484989550092e+01 3.500686504644981767e+01 1.926595010365468497e+01 5.199952692429301443e-02
4.465055174724136577e+01 3.461105437562839171e+01 2.073839387713024252e+01 4.862470586051315796e-02
4.514725954723982682e+01 3.408885152020104670e+01 2.076388893255913359e+01 5.204163407102403022e-02
4.521152076604128212e+01 3.389525674567511260e+01 2.089322248828360884e+01 5.219052734764113854e-02
4.485477358779274937e+01 3.106892993289834948e+01 2.407629647930890471e+01 4.562899696819662509e-02
4.533851155880288530e+01 3.440394939008213271e+01 2.025753905111499265e+01 5.135702669143536736e-02
4.428161848779034671e+01 3.395014969646808822e+01 2.176823181574156152e+01 4.796145218516575937e-02
4.475754845845447250e+01 3.346428567098022455e+01 2.177816587056530295e+01 5.146649100767791002e-02
4.480850866175720171e+01 3.323816951554393739e+01 2.195332182269885379e+01 5.149780907233866140e-02
4.423599397071230044e+01 3.023529559472188311e+01 2.552871043456580580e+01 4.525449656924465658e-02
4.460944765963873948e+01 3.374494043722413039e+01 2.164561190313713723e+01 5.072572386977089454e-02
4.360655648952121055e+01 3.327997326932570843e+01 2.311347024115308812e+01 4.752817659104864589e-02
4.430811433417233047e+01 3.267654530749196340e+01 2.301534035833569902e+01 5.112345826478531530e-02
4.412959190968366130e+01 3.257703950107472224e+01 2.329336858924162001e+01 5.114767097529757806e-02
4.469288749139111161e+01 3.134651854667849946e+01 2.396059396193039248e+01 4.495631106822578493e-02
4.513821714805418850e+01 3.472716015788355293e+01 2.013462269406225502e+01 5.071335902817222796e-02
4.410101788061500372e+01 3.430309459405853545e+01 2.159588752532645373e+01 4.740831775076961158e-02
4.453734485432044465e+01 3.383251427348414353e+01 2.163014087219541537e+01 5.085170617392598819e-02
4.461667876772695251e+01 3.361917461197052859e+01 2.176414662030252600e+01 5.099864985608532769e-02
4.759087161944170674e+01 2.841889409154378043e+01 2.399023428901450927e+01 4.606141231347578996e-02
4.818913514274468923e+01 3.152709544932063679e+01 2.028376940793468108e+01 5.201810500438878299e-02
4.706956069872655490e+01 3.111577834764168315e+01 2.181466095363176549e+01 4.870402199473404525e-02
4.747553321400864945e+01 3.071716317189825673e+01 2.180730361409309737e+01 5.202563398188496391e-02
4.757519406972942022e+01 3.045993695048404248e+01 2.196486897978652664e+01 5.208030881922329214e-02
4.696352522356387027e+01 2.794783118949434453e+01 2.508864358694177810e+01 4.545488483584071704e-02
4.770101980551772414e+01 3.097586285665529715e+01 2.132311733782697161e+01 5.135871806916446347e-02
4.676605731340693950e+01 3.035687384145108325e+01 2.287706884514198080e+01 4.802810280770959672e-02
4.703472196654409032e+01 3.012379720926614723e+01 2.284148082418976955e+01 5.143645990275238361e-02
4.700701464734107304e+01 2.997216299367605430e+01 2.302082235898287976e+01 5.137325412657129525e-02
4.631626417069566060e+01 2.714722419485766380e+01 2.653651163444667560e+01 4.514803317515043296e-02
4.939938974333654187e+01 2.885297022197782724e+01 2.174764003468562734e+01 5.075555194120123098e-02
4.661930282627211852e+01 2.915827641095154377e+01 2.422242076277634126e+01 4.764166195373165796e-02
4.670364818167875853e+01 2.925895022208699103e+01 2.403740159623424688e+01 5.113603204141173308e-02
4.645735977413021089e+01 2.926012764074572914e+01 2.428251258512405641e+01 5.106259380418792793e-02
4.953046049339969414e+01 2.606913951789810113e+01 2.440039998870221183e+01 4.480901276114614834e-02
4.751333901666269099e+01 3.127722720639735243e+01 2.120943377693997078e+01 5.074156473211863944e-02
4.644378834709662129e+01 3.089214205305923500e+01 2.266406959984415082e+01 4.750750353067181159e-02
4.740038673565186400e+01 2.987417945710218348e+01 2.272543380724594542e+01 5.084816542283224911e-02
4.714624515614255529e+01 3.004371829097287971e+01 2.281003655288455789e+01 5.089889811423100457e-02
4.785658170579883119e+01 2.917987074692263860e+01 2.296354754727853376e+01 4.566663045665737830e-02
4.728283195987561527e+01 3.299437021996104846e+01 1.972279782016333982e+01 5.127285099120076212e-02
4.624914091664783911e+01 3.259419187618630076e+01 2.115666720716587079e+01 4.805758856810347923e-02
4.662898484217122075e+01 3.219092847698330218e+01 2.118008668084548063e+01 5.129223661139990786e-02
4.669210248405777719e+01 3.198011843296916012e+01 2.132777908297306624e+01 5.144569889849350680e-02
4.807795556615712940e+01 2.803288336888668653e+01 2.388916106495618408e+01 4.503426613603946083e-02
4.683692779935334727e+01 3.245953160469665733e+01 2.070354059594999541e+01 5.059653749664148881e-02
4.584823211991578518e+01 3.195428739962331477e+01 2.219748048046090361e+01 4.735867122657868439e-02
4.621561580724637963e+01 3.159214825550217753e+01 2.219223593725144639e+01 5.068434342768980694e-02
4.620555525806994979e+01 3.140597355269640900e+01 2.238847118923364832e+01 5.071936071092785631e-02
4.655726471657960985e+01 2.755389357073241285e+01 2.588884171268797374e+01 4.471818262682832057e-02
4.610170337639158333e+01 3.185770744344272742e+01 2.204058918016568924e+01 4.999241980267354890e-02
4.539260039655319190e+01 3.120889074337916114e+01 2.339850886006764341e+01 4.696782135060311586e-02
4.631204197579848625e+01 3.038064984287012749e+01 2.330730818133137561e+01 5.037980129003025165e-02
4.677937057414913369e+01 2.979981263739943742e+01 2.342081678845143955e+01 5.040500396846839259e-02
4.620270675537490490e+01 2.953392353961410777e+01 2.426336970501098378e+01 4.440369557819438123e-02
4.666849235036729482e+01 3.276576764491119320e+01 2.056574000472152264e+01 4.998309085401822505e-02
4.572275767583501249e+01 3.228630935403080571e+01 2.199093297013418180e+01 4.684669831712703209e-02
4.602436850153507208e+01 3.193319615803136458e+01 2.204243534043356334e+01 5.010207099910517908e-02
4.616111074978938689e+01 3.166978505973268909e+01 2.216910419047791692e+01 5.025278831800480961e-02
4.759806024330298868e+01 2.886543581748152221e+01 2.353650393921549266e+01 4.571993700740435707e-02
4.643941084105495065e+01 3.353521133497417850e+01 2.002537782397087440e+01 5.141763570008290457e-02
4.543411997319785200e+01 3.303347869025839856e+01 2.153240133654374588e+01 4.818595230782638655e-02
4.572724807302003569e+01 3.273539486121586606e+01 2.153735706576409825e+01 5.121055097419006247e-02
4.584113949418758693e+01 3.247035979442751596e+01 2.168850071138490065e+01 5.142944606775694955e-02
4.815780740332537135e+01 2.743976996233323362e+01 2.440242263434139147e+01 4.507370197103978404e-02
4.600246910422943358e+01 3.294068383441505432e+01 2.105684706135551565e+01 5.072688779353919097e-02
4.505829859759800371e+01 3.236846286357982905e+01 2.257323853882215658e+01 4.747253178007416335e-02
4.527448228767012495e+01 3.213019070686933532e+01 2.259532700546054684e+01 5.058886075236113805e-02
4.578923584942225489e+01 3.143658606462828686e+01 2.277417808594945825e+01 5.068843553737779895e-02
4.544546312447525338e+01 2.797232629783187718e+01 2.658221057769287299e+01 4.472447267003353683e-02
4.525386994909071348e+01 3.231897597343129291e+01 2.242715407747800072e+01 5.009579928790072051e-02
4.524484881020785565e+01 3.104128855199830994e+01 2.371386263779383086e+01 4.705068668314370955e-02
4.687547322784009651e+01 2.987596930187905286e+01 2.324855747028085062e+01 5.025765031383942066e-02
4.603214324539382574e+01 3.020559841771029497e+01 2.376225833689587930e+01 5.034880957070250740e-02
4.682577349594499339e+01 2.856147158755051407e+01 2.461275491650448899e+01 4.444404088029201699e-02
4.578600837139533297e+01 3.327619059567949478e+01 2.093780103292517580e+01 5.011654551732534768e-02
4.483729957257875753e+01 3.277278150241947685e+01 2.238991892500175496e+01 4.696393049967300531e-02
4.506168772664883448e+01 3.248103522974658119e+01 2.245727704360457366e+01 5.000412818137843496e-02
4.513721526911348292e+01 3.220659701075418724e+01 2.265618772013232984e+01 5.022249059755357070e-02
4.686499528153009209e+01 2.938507340164311188e+01 2.374993131682679604e+01 4.513749763856689246e-02
4.638491860649302367e+01 3.339254714243045186e+01 2.022253425107653158e+01 5.066805145503743696e-02
4.539840736529688314e+01 3.288509688745460124e+01 2.171649574724851917e+01 4.737249043323425030e-02
4.577784961916901096e+01 3.249506793000119131e+01 2.172708245082980127e+01 5.070811120336957134e-02
4.587863385288304130e+01 3.225244526563695757e+01 2.186892088148000823e+01 5.091761962161941990e-02
4.560975953373045400e+01 2.928050223982523192e+01 2.510973822644432119e+01 4.446248228602543706e-02
4.602158916777741382e+01 3.276550120452944270e+01 2.121290962769313992e+01 4.994579466178042382e-02
4.490181107865342369e+01 3.228716359064888053e+01 2.281102533069770288e+01 4.662894862558136094e-02
4.536051989318440292e+01 3.188055745565253929e+01 2.275892265116305779e+01 5.006052622630351862e-02
4.537983425747474797e+01 3.167392075627298453e+01 2.294624498625227815e+01 5.014867589722687286e-02
4.480959831192651421e+01 2.876883255635637227e+01 2.642156913171710997e+01 4.412666452393642497e-02
4.609806928915642033e+01 3.150368517472048424e+01 2.239824553612310254e+01 4.931630037690091367e-02
4.758627122843802226e+01 2.877085083177793479e+01 2.364287793978404650e+01 4.621586438753378517e-02
4.802245260640517444e+01 2.855118228776791156e+01 2.342636510582691045e+01 4.974035643401767542e-02
4.734812483327485211e+01 2.911038449585032950e+01 2.354149067087481129e+01 4.981846611925237062e-02
4.847755091818604001e+01 2.722355274343411935e+01 2.429889633837985485e+01 4.383578721468997519e-02
4.573863209916094519e+01 3.313623911320131299e+01 2.112512878763773472e+01 4.933367593994421318e-02
4.480228725170417192e+01 3.262425083452114194e+01 2.257346191377468614e+01 4.612104687672582276e-02
4.521715725168306932e+01 3.220737299325018199e+01 2.257546975506674158e+01 4.947967943467391355e-02
4.541943862598216697e+01 3.191111713454468557e+01 2.266944423947315812e+01 4.968719228250966652e-02
4.463097351312725181e+01 3.199364441638878276e+01 2.337538207048395833e+01 4.314938107749153456e-02
4.517268010036674042e+01 3.526201917091842830e+01 1.956530072871483483e+01 4.927991978989638283e-02
4.406536621366559814e+01 3.486859883514043901e+01 2.106603495119396285e+01 4.605749030307360742e-02
4.459598784808501648e+01 3.436154278866019496e+01 2.104246936325478856e+01 4.928118104500024688e-02
4.473548895309460249e+01 3.408799891634576085e+01 2.117651213055963666e+01 4.925427274200373795e-02
4.426063915541170246e+01 3.132905484357668513e+01 2.441030600101161241e+01 4.256491678259931993e-02
4.478263386682813518e+01 3.467934890486115762e+01 2.053801722831071785e+01 4.864097434754376809e-02
4.365556248812637108e+01 3.424352812171477467e+01 2.210090939015885425e+01 4.540277217462922177e-02
4.437957958648299694e+01 3.358378863095200728e+01 2.203663178256499577e+01 4.871624435359238336e-02
4.432226836547959437e+01 3.346679146602955512e+01 2.221094016849085051e+01 4.856376066348820630e-02
4.369313264350572723e+01 3.052411193106975418e+01 2.578275542542452214e+01 4.215970230041794081e-02
4.407571293937240142e+01 3.402341480632649251e+01 2.190087225430110252e+01 4.795923181088803527e-02
4.300408226856199434e+01 3.359272218904003893e+01 2.340319554239796318e+01 4.493862828455567199e-02
4.354572635922406221e+01 3.305411644142743199e+01 2.340015719934850225e+01 4.835197592090584306e-02
4.369059295299688728e+01 3.272695171678995507e+01 2.358245533021315765e+01 4.818572289466254571e-02
4.417975592203376323e+01 3.167422028549558277e+01 2.414602379247065400e+01 4.191859620942968434e-02
4.456453852095727797e+01 3.503122416962626318e+01 2.040423730941645530e+01 4.801658445636269174e-02
4.360288040129183429e+01 3.457280279977672421e+01 2.182431679893144150e+01 4.488246150033747828e-02
4.400993645650184050e+01 3.410989872473037110e+01 2.188016481876779196e+01 4.812657307267866752e-02
4.412761899260907938e+01 3.384864959608001556e+01 2.202373141131090151e+01 4.809513481483852770e-02
4.767808965640367802e+01 2.829481178665547247e+01 2.402709855694084951e+01 4.319044891492104105e-02
4.767066213956544374e+01 3.174610249857549249e+01 2.058323536185906022e+01 4.949222300813635456e-02
4.650394160010473854e+01 3.137375097736346774e+01 2.212230742253179727e+01 4.635605446403705948e-02
4.693428904987938921e+01 3.096372100076485623e+01 2.210198994935575456e+01 4.945168949144072845e-02
4.728587773193731891e+01 3.050033127348340756e+01 2.221379099457928419e+01 4.932574882406167566e-02
4.675233975303580536e+01 2.763360648147499532e+01 2.561405376548919577e+01 4.260710849572149628e-02
4.742490647076122912e+01 3.095015637692680954e+01 2.162493715231196489e+01 4.883851941320983131e-02
4.592577313599029765e+01 3.087859058391168787e+01 2.319563628009800738e+01 4.569439131586014446e-02
4.669102515028777844e+01 3.027874424458837765e+01 2.303023060512383680e+01 4.887930074534747871e-02
4.705132035717426930e+01 2.984821427675135652e+01 2.310046536607436707e+01 4.862364031610928727e-02
4.571294424905757836e+01 2.749232669009290575e+01 2.679472906084951234e+01 4.227747097760017198e-02
4.969526122343543761e+01 2.802069125606959688e+01 2.228404752049496196e+01 4.819138366147002195e-02
4.561508825822689772e+01 2.970812337635696565e+01 2.467678836541614018e+01 4.527774384918367007e-02
4.783705009092925309e+01 2.847376610384703355e+01 2.368918380522372757e+01 4.855935313516163837e-02
4.915266052072878722e+01 2.693324474662393797e+01 2.391409473264727126e+01 4.829120465303871068e-02
4.618632882817662022e+01 2.854886833123688561e+01 2.526480284058649417e+01 4.199530990187020502e-02
4.700801033647609728e+01 3.148560937509197188e+01 2.150638028843193439e+01 4.824727023947000815e-02
4.594941814826389503e+01 3.113633041519936029e+01 2.291425143653674468e+01 4.521060378396352109e-02
4.641759994788137078e+01 3.057513027420202079e+01 2.300726977791659777e+01 4.832170264417567918e-02
4.640785955844155097e+01 3.046894100180061216e+01 2.312319943975785108e+01 4.818761442877394358e-02
4.622729056461133723e+01 2.994009462819052203e+01 2.383261480719813719e+01 4.264046509186533024e-02
4.679206121866923951e+01 3.324708884894778294e+01 1.996084993238298466e+01 4.858410087789200027e-02
4.574280977401352288e+01 3.277068786319175331e+01 2.148650236279471670e+01 4.554744477996591073e-02
4.612564072688160621e+01 3.241613834041859121e+01 2.145822093269979902e+01 4.856445901705821327e-02
4.623755709032680983e+01 3.217115427444541353e+01 2.159128863522777664e+01 4.853946804049962677e-02
4.592137016504863567e+01 2.921258948836853975e+01 2.486604034658283524e+01 4.202628346328949466e-02
4.637500871455522145e+01 3.268492547034495033e+01 2.094006581509983533e+01 4.791406634209641885e-02
4.525256976569169609e+01 3.226302694099236135e+01 2.248440329331594612e+01 4.486227403031745747e-02
4.566414064008809248e+01 3.186197957204360875e+01 2.247387978786830587e+01 4.797177513280245775e-02
4.577073675129823016e+01 3.156373812103109699e+01 2.266552512767067995e+01 4.781592566140490524e-02
4.509697277061486886e+01 2.869696934492581875e+01 2.620605788445930528e+01 4.168610804978564732e-02
4.597420827124969378e+01 3.186119684845747102e+01 2.216459488029283520e+01 4.726142990812458311e-02
4.600708698561718535e+01 3.040721553392562271e+01 2.358569748045720260e+01 4.444137591463901554e-02
4.705600650178107713e+01 2.989606159167184884e+01 2.304793190654707757e+01 4.764637341511243629e-02
4.585533742685148439e+01 3.037904686540536048e+01 2.376561570774315157e+01 4.747857816903355149e-02
4.791099984949138957e+01 2.802940625235058292e+01 2.405959389815802751e+01 4.142797675784175293e-02
4.615632899248956278e+01 3.297873833772741392e+01 2.086493266978301975e+01 4.732427703807522840e-02
4.510865156744677051e+01 3.261178320125254970e+01 2.227956523130067623e+01 4.438673014638041397e-02
4.551481629205051860e+01 3.218502146592755508e+01 2.230016224202192632e+01 4.741792207039548235e-02
4.563596426384567906e+01 3.191546095213834633e+01 2.244857478401597461e+01 4.738619244890776572e-02
4.539851537937798298e+01 3.042095743467304558e+01 2.418052718594896433e+01 4.291709618273817362e-02
4.594940573193412092e+01 3.372950969695849466e+01 2.032108457110737376e+01 4.894667628251077318e-02
4.487307116336471324e+01 3.324147265781467553e+01 2.188545617882061478e+01 4.589677000859944400e-02
4.527799088021426144e+01 3.287763438756758205e+01 2.184437473221816717e+01 4.867755101698683501e-02
4.539217276220516339e+01 3.264239404984999027e+01 2.196543318794484989e+01 4.872466441068853266e-02
4.570302590011555566e+01 2.934568230578076253e+01 2.495129179410366405e+01 4.228937170240971294e-02
4.552989309307855592e+01 3.313906964934174226e+01 2.133103725757969471e+01 4.825781367884873774e-02
4.445462805309828269e+01 3.268104919145635989e+01 2.286432275544536097e+01 4.519379258590932452e-02
4.481415138070617132e+01 3.232912550510414462e+01 2.285672311418968761e+01 4.806823709577298653e-02
4.494492911277626490e+01 3.202384161659664130e+01 2.303122927062708314e+01 4.798471716394449305e-02
4.425436772412684405e+01 2.915077611958466974e+01 2.659485615628849331e+01 4.191153705660964623e-02
4.752608212044484759e+01 3.066112631518959475e+01 2.181279156436555411e+01 4.757795380450639128e-02
4.490267300671801820e+01 3.109441712265508428e+01 2.400290987062690107e+01 4.474385619512000201e-02
4.577884244077128528e+01 3.063265481317844419e+01 2.358850274605027764e+01 4.771422931742039242e-02
4.479258576341310061e+01 3.092008289443446145e+01 2.428733134215245215e+01 4.761708702424619077e-02
4.802086736041270143e+01 2.770448841649205463e+01 2.427464422309524394e+01 4.169536529673568276e-02
4.532501242142713949e+01 3.347150206478978873e+01 2.120348551378306823e+01 4.767450560643649027e-02
4.430469650767401646e+01 3.301396480152527602e+01 2.268133869080072174e+01 4.472564679520181496e-02
4.478524004121705815e+01 3.257262892954567235e+01 2.264213102923727661e+01 4.751509110125511082e-02
4.479648989798057812e+01 3.236865692896304125e+01 2.283485317305637352e+01 4.755718357962859799e-02
4.609863086363675677e+01 2.970636319891670141e+01 2.419500593744654182e+01 4.228014909500818486e-02
4.592896539643888332e+01 3.355970810075008615e+01 2.051132650281102698e+01 4.814756410031893058e-02
4.491730975939165660e+01 3.304097115989333844e+01 2.204171908071500852e+01 4.503578401318551749e-02
4.550207721651421622e+01 3.255517176705431126e+01 2.194275101643147252e+01 4.813539089785814212e-02
4.543837562579632561e+01 3.240159783549389516e+01 2.216002653870978278e+01 4.817169824833215930e-02
4.696735174642895316e+01 2.807756687511899329e+01 2.495508137845204999e+01 4.162097848769213265e-02
4.547997289737628535e+01 3.296673045931756718e+01 2.155329664330614747e+01 4.742680898563540748e-02
4.439282870073317611e+01 3.251706012374121002e+01 2.309011117552561387e+01 4.429796923938656567e-02
4.580417030760263941e+01 3.157239450666159897e+01 2.262343518573575807e+01 4.749986795910206977e-02
4.503519252000526052e+01 3.176030109870058382e+01 2.320450638129415566e+01 4.740486927951104851e-02
4.438496935437030544e+01 2.884607331519985252e+01 2.676895733042983494e+01 4.125764966508446707e-02
4.683133871820157168e+01 3.100036658445106497e+01 2.216829469734737046e+01 4.674909358045525876e-02
4.532431058173140315e+01 3.032992752734159936e+01 2.434576189092699749e+01 4.385639198713377207e-02
4.767001492151561592e+01 2.857506120719339648e+01 2.375492387129098404e+01 4.715952061742507279e-02
4.655301200976278864e+01 2.922510925575528162e+01 2.422187873448192263e+01 4.704753031484073394e-02
4.726779112892705115e+01 2.819360495267301303e+01 2.453860391839993227e+01 4.103281118734564137e-02
4.530172580385591630e+01 3.330427369936784032e+01 2.139400049677625049e+01 4.684351970465545217e-02
4.434371872791102476e+01 3.280973070195441466e+01 2.284655057013455703e+01 4.383288495432652310e-02
4.658750239929397452e+01 3.134133965542205402e+01 2.207115794528397146e+01 4.695267571974868354e-02
4.485352317594715998e+01 3.214665660937674119e+01 2.299982021467610238e+01 4.698268461053346084e-02
