EM1 EM2 EM3 cv
1.785599188772963686e+01 2.127841272628601743e+01 6.086559538598434216e+01 5.029699434294151311e-02
1.543430956931359432e+01 2.213546270114412096e+01 6.243022772954229538e+01 5.489287622727076488e-02
1.793527324317240002e+01 2.098136416937567006e+01 6.108336258745192282e+01 4.836241973528997151e-02
1.695213415412549196e+01 2.076727743045301011e+01 6.228058841542149793e+01 5.071223525789181341e-02
1.804921392031613081e+01 1.891931155840406120e+01 6.303147452127980443e+01 5.038827552356337641e-02
1.748732631853541974e+01 2.041988038760289115e+01 6.209279329386168200e+01 5.058132508152182044e-02
1.520212842470136394e+01 2.113508465922698676e+01 6.366278691607165285e+01 5.495425509362777960e-02
1.823384998532849011e+01 2.246729510311914879e+01 5.929885491155236110e+01 4.651023445091931330e-02
1.707938165400601349e+01 2.225665731103906708e+01 6.066396103495491587e+01 4.861559197291461659e-02
1.824593259499465958e+01 2.039761087734089884e+01 6.135645652766444158e+01 4.845543702420328919e-02
1.766926322505491953e+01 2.184156926061395509e+01 6.048916751433113603e+01 4.895452700536956359e-02
1.528557788377847260e+01 2.276895975817046391e+01 6.194546235805107415e+01 5.384087308849032361e-02
1.800843125346024465e+01 2.293518466441909709e+01 5.905638408212066537e+01 4.937358638791968651e-02
1.746024832832150153e+01 2.256482472122245042e+01 5.997492695045603739e+01 5.183184957439868762e-02
1.871338231634506144e+01 2.056367457636724794e+01 6.072294310728768352e+01 5.102090190864479874e-02
1.807342725142772721e+01 2.219204198012543472e+01 5.973453076844683096e+01 5.132634070132624515e-02
1.547813707832681906e+01 2.312579225247582215e+01 6.139607066919736411e+01 5.639574475979532847e-02
1.850162556896101407e+01 2.183381911094589611e+01 5.966455532009309337e+01 4.779064490269838150e-02
1.733921974989635473e+01 2.167140603773280816e+01 6.098937421237084777e+01 5.024427831901441543e-02
1.840869127440463870e+01 1.975393111876407204e+01 6.183737760683128215e+01 4.916663989657545780e-02
1.783774146062463473e+01 2.131952098010404129e+01 6.084273755927131333e+01 4.946259119765774454e-02
1.546926523792194175e+01 2.214898854768921765e+01 6.238174621438884770e+01 5.414928579587946489e-02
1.818394269194523361e+01 2.096247503075660390e+01 6.085358227729815894e+01 4.796307989086535939e-02
1.706235596601421989e+01 2.066471037153024426e+01 6.227293366245553585e+01 5.025591592850509048e-02
1.813119703179259190e+01 1.884895193226562427e+01 6.301985103594178383e+01 4.996342802510567171e-02
1.753823920029148908e+01 2.034024539808985566e+01 6.212151540161865881e+01 4.978941567479443914e-02
1.520103848467903696e+01 2.119522216300845230e+01 6.360373935231251608e+01 5.425415032985838465e-02
1.838029842533333635e+01 2.232872255582275756e+01 5.929097901884390609e+01 4.609265760984206095e-02
1.718783702547436576e+01 2.214833538004318569e+01 6.066382759448244855e+01 4.813145945286675248e-02
1.835330845746333850e+01 2.033717680567642105e+01 6.130951473686025111e+01 4.800504075011291505e-02
1.770519640576444687e+01 2.183541365789549005e+01 6.045938993634006664e+01 4.811654978474076694e-02
1.533767573478713508e+01 2.269424113061131010e+01 6.196808313460155659e+01 5.310449155222646267e-02
1.903964902504058898e+01 2.395662667221018438e+01 5.700372430274923374e+01 4.998373942884223181e-02
1.787644783995046538e+01 2.375305102886854414e+01 5.837050113118099404e+01 5.225081666464547608e-02
1.866667705835218172e+01 2.200713423343432495e+01 5.932618870821350043e+01 5.124908657626153774e-02
1.834458347523676025e+01 2.342330016949842175e+01 5.823211635526481444e+01 5.210450945683493817e-02
1.585277256298998161e+01 2.482313566790550041e+01 5.932409176910451976e+01 5.681063855181890665e-02
1.851717823129908780e+01 2.310568971216707368e+01 5.837713205653383142e+01 4.838992894775756559e-02
1.760822399813373806e+01 2.281643127466699994e+01 5.957534472719925844e+01 5.064791847307357348e-02
1.851301100789977383e+01 2.119687141422815557e+01 6.029011757787207415e+01 4.935726215622932705e-02
1.808923634643997502e+01 2.246302940877666643e+01 5.944773424478336210e+01 5.023239831093163216e-02
1.576763758444451291e+01 2.334795066049023049e+01 6.088441175506525838e+01 5.456611836546865213e-02
1.841465152767770164e+01 2.197753380268111556e+01 5.960781466964117925e+01 4.814303686021793177e-02
1.722829253765627655e+01 2.185816579775667279e+01 6.091354166458706487e+01 5.024301885102992749e-02
1.810334313554702845e+01 2.019728984726808463e+01 6.169936701718489758e+01 4.974146259202661541e-02
1.767263426969246609e+01 2.144766642450733585e+01 6.087969930580019451e+01 5.013958249415983309e-02
1.549540981336750711e+01 2.238867659620002470e+01 6.211591359043246285e+01 5.427927590716644796e-02
1.855692704731594489e+01 2.367475402374026672e+01 5.776831892894379905e+01 4.655390829077584586e-02
1.738928292562400912e+01 2.342201318328690718e+01 5.918870389108908370e+01 4.839459793304032309e-02
1.821132471590611956e+01 2.172414150817537504e+01 6.006453377591850540e+01 4.806465501750521729e-02
1.791101427895196352e+01 2.309235157900808844e+01 5.899663414203994449e+01 4.875611801839884601e-02
1.535625005115908159e+01 2.475529088450791093e+01 5.988845906433301280e+01 5.337139876249473447e-02
2.027589538138224157e+01 2.131947826860429274e+01 5.840462635001346570e+01 5.203642030218823267e-02
1.910083568846222235e+01 2.114441502322847910e+01 5.975474928830929855e+01 5.436699556473487127e-02
2.007851939966995047e+01 1.942312148054875820e+01 6.049835911978129843e+01 5.362304237205080953e-02
1.959615423440407866e+01 2.082439280241841217e+01 5.957945296317750916e+01 5.420238752405328458e-02
1.720060406093054084e+01 2.165752339341375077e+01 6.114187254565570839e+01 5.873460126552944305e-02
1.982448335893905522e+01 2.064241247683444413e+01 5.953310416422650064e+01 5.054020032285415354e-02
1.887651013644275366e+01 2.028316150417750663e+01 6.084032835937973260e+01 5.284971549296812315e-02
1.979757256015179223e+01 1.860272908956573801e+01 6.159969835028246621e+01 5.186245083694969449e-02
1.900999434229768070e+01 2.017185711172860607e+01 6.081814854597370612e+01 5.243576156441562969e-02
1.599364928856395096e+01 2.219638599073456930e+01 6.180996472070148684e+01 5.658018264886723742e-02
1.965062523536496997e+01 1.963832923594878821e+01 6.071104552868624182e+01 5.071153053341961175e-02
1.857777447139581284e+01 1.934381670344928850e+01 6.207840882515488801e+01 5.286707152579044749e-02
1.950710984629251854e+01 1.776363088250394640e+01 6.272925927120353151e+01 5.263433055397360311e-02
1.895457351894431852e+01 1.909742670473670501e+01 6.194799977631898003e+01 5.274887727433198725e-02
1.666560477338529012e+01 1.983441957012938772e+01 6.349997565648532571e+01 5.668667391889479351e-02
1.976443336306338239e+01 2.117214537890111004e+01 5.906342125803551824e+01 4.893253025458384198e-02
1.866683913530665606e+01 2.080478817553654736e+01 6.052837268915680369e+01 5.084911835462002649e-02
1.970301478941452444e+01 1.913305525823222908e+01 6.116392995235324292e+01 5.076098577705739912e-02
1.873760682537181665e+01 2.063203509784930034e+01 6.063035807677887590e+01 5.116952530961776241e-02
1.611236426134066946e+01 2.152055717692685732e+01 6.236707856173246256e+01 5.558737894768896182e-02
1.999202802904396492e+01 2.243466369504581692e+01 5.757330827591021460e+01 5.123455827277530183e-02
1.873343902747265233e+01 2.220940103115056274e+01 5.905715994137680269e+01 5.342054956874709576e-02
1.979232658787593024e+01 2.064123278527823047e+01 5.956644062684583929e+01 5.274435656615860529e-02
1.937502354429462414e+01 2.182250644993901290e+01 5.880247000576636651e+01 5.345781732124008090e-02
1.682926973575201046e+01 2.275536430837363255e+01 6.041536595587435698e+01 5.785186665591032784e-02
1.964526429013210063e+01 2.163072806864585118e+01 5.872400764122204464e+01 4.960801253449137471e-02
1.857975215592033891e+01 2.132743173471916620e+01 6.009281610936049844e+01 5.177638790943834418e-02
1.938428936825074800e+01 1.956155768700762465e+01 6.105415294474163090e+01 5.085003778436783528e-02
1.906661932373365786e+01 2.095723979572211704e+01 5.997614088054421444e+01 5.156746853608556308e-02
1.663390296381568945e+01 2.197634488784394691e+01 6.138975214834036365e+01 5.557440152709820780e-02
1.940062797672246475e+01 2.056187177361490015e+01 6.003750024966264220e+01 4.970636989003775902e-02
1.830805571853674962e+01 2.033436453698986668e+01 6.135757974447337659e+01 5.172304440520664875e-02
1.926927535551939030e+01 1.862678983277113787e+01 6.210393481170947894e+01 5.156370049426731161e-02
1.876052906051417324e+01 2.008872300428696533e+01 6.115074793519886498e+01 5.181012805333171101e-02
1.645153842625112262e+01 2.080591641016807714e+01 6.274254516358079314e+01 5.561658400454040641e-02
1.952694555203962068e+01 2.229089331347359249e+01 5.818216113448678328e+01 4.802069518733630138e-02
1.837500625587628633e+01 2.199727739473739874e+01 5.962771634938631848e+01 4.978238508109397026e-02
1.942673184281942866e+01 2.009175455224831808e+01 6.048151360493226036e+01 4.978120684258586365e-02
1.840313173011275083e+01 2.194980725767342378e+01 5.964706101221382539e+01 5.033137721099900652e-02
1.622050425730255441e+01 2.246505528691469067e+01 6.131444045578274427e+01 5.460917705420147844e-02
1.937537245724677959e+01 2.248295119390754948e+01 5.814167634884566382e+01 5.045356263808303821e-02
1.815499311497380219e+01 2.231275991898162303e+01 5.953224696604457478e+01 5.263074829191732168e-02
1.924962297475921957e+01 2.041312765005026009e+01 6.033724937519053100e+01 5.213090053432514054e-02
1.866879963716706214e+01 2.192151629319650752e+01 5.940968406963642678e+01 5.272221131417315076e-02
1.627349457872639960e+01 2.290634263575537233e+01 6.082016278551821387e+01 5.738647850778772624e-02
1.854693620341911853e+01 2.216811235025609506e+01 5.928495144632478997e+01 4.884321910464328731e-02
1.800167890889132138e+01 2.140051588605221511e+01 6.059780520505645995e+01 5.100837663791909365e-02
1.904023167741674882e+01 1.951551486055840456e+01 6.144425346202484661e+01 5.024855153349590958e-02
1.846919044108203778e+01 2.100774004465072409e+01 6.052306951426723458e+01 5.084060144200452935e-02
1.600697190022265559e+01 2.188981523442556210e+01 6.210321286535178587e+01 5.512254513765876135e-02
1.880960021911242919e+01 2.065680522316058543e+01 6.053359455772698539e+01 4.888293270559384424e-02
1.767967981033917013e+01 2.065292583602965237e+01 6.166739435363116684e+01 5.089277408994413721e-02
1.873066849171641834e+01 1.883422549499361409e+01 6.243510601328996046e+01 5.090226516220323905e-02
1.810895887025858286e+01 2.006147888470820817e+01 6.182956224503320897e+01 5.102836293231929887e-02
1.592035389738303586e+01 2.078486930870684546e+01 6.329477679391012401e+01 5.510475563884566219e-02
1.882257412058296708e+01 2.260333253437612200e+01 5.857409334504092158e+01 4.719428330432822588e-02
1.779988849231556713e+01 2.192525015780613984e+01 6.027486134987829303e+01 4.894400358157596775e-02
1.896246332217075192e+01 2.005927959902172830e+01 6.097825707880753043e+01 4.913645729584453781e-02
1.834213842822860485e+01 2.155712177461350265e+01 6.010073979715788539e+01 4.955245978137105822e-02
1.596612600430971440e+01 2.239669285422165501e+01 6.163718114146863769e+01 5.411475603501101489e-02
1.949734002238555419e+01 2.236139290999556906e+01 5.814126706761886965e+01 5.004233748472353138e-02
1.830721488877499681e+01 2.221015894168343507e+01 5.948262616954157522e+01 5.215581684257754314e-02
1.930394315504257463e+01 2.039492325946664408e+01 6.030113358549077418e+01 5.169038128235558388e-02
1.869592787237267828e+01 2.194619807935674771e+01 5.935787404827057401e+01 5.192370542749687179e-02
1.630482467260874557e+01 2.299732159490456240e+01 6.069785373248669202e+01 5.667531244554145642e-02
1.883043163026980693e+01 2.222925112861831209e+01 5.894031724111187742e+01 4.841059633162872466e-02
1.808193657581649205e+01 2.139497781753486549e+01 6.052308560664863535e+01 5.051708586351052327e-02
1.897397689437843482e+01 2.013406296846029875e+01 6.089196013716126998e+01 4.978856824410006487e-02
1.852965028671730607e+01 2.102343975698573075e+01 6.044690995629697028e+01 5.001406604686183671e-02
1.601937421105526127e+01 2.191252873418683222e+01 6.206809705475789229e+01 5.438357174608439426e-02
1.885429060642886867e+01 2.051141891896537928e+01 6.063429047460574850e+01 4.848258083016943054e-02
1.759997910553693856e+01 2.059232232857583966e+01 6.180769856588722178e+01 5.043369107739278934e-02
1.885765803463485923e+01 1.865595943822172487e+01 6.248638252714341235e+01 5.047669751664704552e-02
1.826042069369283638e+01 2.003036414899277062e+01 6.170921515731438944e+01 5.024474731817678980e-02
1.595395640709858576e+01 2.080762586802241643e+01 6.323841772487899249e+01 5.440938536737578018e-02
1.862985217679884187e+01 2.222648510749264616e+01 5.914366271570851552e+01 4.677939618726529442e-02
1.787898044572536449e+01 2.182918511710217757e+01 6.029183443717246860e+01 4.845897971880265553e-02
1.904586090286641209e+01 1.998276281436437785e+01 6.097137628276920651e+01 4.869117771695155583e-02
1.839587275412270273e+01 2.155638982352497734e+01 6.004773742235231282e+01 4.872568107270860288e-02
1.599672323506513116e+01 2.243509548411712373e+01 6.156818128081774688e+01 5.338337638628085774e-02
2.046470166901403331e+01 2.318843059590961175e+01 5.634686773507635138e+01 5.039935424035518058e-02
1.919796820054699182e+01 2.310761640524256677e+01 5.769441539421044496e+01 5.259138086894014213e-02
2.022323910398490909e+01 2.116808854863808520e+01 5.860867234737700215e+01 5.165845670005064089e-02
1.971703671938760749e+01 2.272165017799247266e+01 5.756131310261992695e+01 5.246260637285370121e-02
1.721510992455519329e+01 2.375282330480560944e+01 5.903206677063919727e+01 5.699911307679005057e-02
2.015837463934635565e+01 2.229631177398032804e+01 5.754531358667331631e+01 4.879604816276579549e-02
1.900892345779614701e+01 2.216153976385696822e+01 5.882953677834689188e+01 5.097680847144928779e-02
2.001536641470411482e+01 2.021016221843461835e+01 5.977447136686126328e+01 4.975390832522019052e-02
1.952005793026997083e+01 2.171892137946190715e+01 5.876102069026811847e+01 5.057855260501783329e-02
1.702584320838763787e+01 2.268481230164857720e+01 6.028934448996378137e+01 5.473750662248796917e-02
1.978016656435872989e+01 2.126938436405350430e+01 5.895044907158776226e+01 4.858506931857585476e-02
1.868322114423858693e+01 2.112461124554676317e+01 6.019216761021465345e+01 5.060250255777831718e-02
1.963054318480474336e+01 1.932597329132882535e+01 6.104348352386643484e+01 5.017607134933826929e-02
1.907151656249498117e+01 2.088662699726138783e+01 6.004185644024363455e+01 5.051602629926520149e-02
1.632339796775445251e+01 2.175697824059168539e+01 6.191962379165386210e+01 5.447019466784252389e-02
1.992787717651258461e+01 2.294420452397681132e+01 5.712791829951060407e+01 4.699229572843589137e-02
1.877617871880599054e+01 2.271554418448332413e+01 5.850827709671068533e+01 4.874950023020378775e-02
1.986802411625126652e+01 2.086269611695502846e+01 5.926927976679370857e+01 4.849816951186251140e-02
1.927331624821112044e+01 2.239280782603830389e+01 5.833387592575057568e+01 4.913203702299121650e-02
1.679834873007995455e+01 2.338996993661758950e+01 5.981168133330246661e+01 5.356522951577672581e-02
2.184245561584266682e+01 2.056248907425571915e+01 5.759505530990160338e+01 5.243676717858358066e-02
2.055082701901361375e+01 2.043565436513669198e+01 5.901351861584971203e+01 5.468888131182662177e-02
2.158040028288954559e+01 1.872191384587454976e+01 5.969768587123590464e+01 5.401290362910696891e-02
2.104005677961949061e+01 2.015886185193452107e+01 5.880108136844598477e+01 5.454489751442562206e-02
1.842805343761374104e+01 2.101078241586781203e+01 6.056116414651845048e+01 5.890790775345487035e-02
2.138368935842394691e+01 1.985765567696370582e+01 5.875865496461235438e+01 5.093194005200270963e-02
2.025193516052213383e+01 1.963438943102322654e+01 6.011367540845463253e+01 5.316320242207802499e-02
2.112569985050557619e+01 1.799810740981842017e+01 6.087619273967600009e+01 5.223897283671417868e-02
2.072637712275074406e+01 1.932861963045253617e+01 5.994500324679671621e+01 5.276777027439729512e-02
1.828962385264944501e+01 2.011227225101000471e+01 6.159810389634055383e+01 5.673792070881873012e-02
1.991725130088790863e+01 2.015558857664625592e+01 5.992716012246583546e+01 5.113606644340536883e-02
1.959284322614972851e+01 1.879163380731419153e+01 6.161552296653606930e+01 5.320688616420229250e-02
2.093000071336970791e+01 1.706328437392659580e+01 6.200671491270369273e+01 5.304387025503879555e-02
2.038895035628808827e+01 1.844205719818658906e+01 6.116899244552531911e+01 5.310728378120976173e-02
1.796913498609229265e+01 1.943413597705829332e+01 6.259672903684940337e+01 5.686374016925965780e-02
2.123704580481738802e+01 2.038838830500755961e+01 5.837456589017505593e+01 4.935196578771558484e-02
2.008929467298063898e+01 2.013339172012622669e+01 5.977731360689313789e+01 5.118444776802617141e-02
2.114918332496237596e+01 1.848554209913777058e+01 6.036527457589986057e+01 5.117126332025814794e-02
2.050071315207939904e+01 1.989518204358457254e+01 5.960410480433603198e+01 5.152839416558812474e-02
1.812888989880198309e+01 2.067697546227400451e+01 6.119413463892401950e+01 5.576436526784029485e-02
2.148462014717897617e+01 2.162252385898397122e+01 5.689285599383704550e+01 5.166014610424737169e-02
2.024942261747445116e+01 2.152432023318118581e+01 5.822625714934437013e+01 5.376955182178780324e-02
2.128860882187313308e+01 1.967409707531424345e+01 5.903729410281263057e+01 5.315943898051422173e-02
2.080961583006694937e+01 2.110607562428261730e+01 5.808430854565043688e+01 5.382106274276356878e-02
1.785003249044649110e+01 2.238610808200542834e+01 5.976385942754807701e+01 5.804813190106124926e-02
2.111045672439561116e+01 2.083327750078218443e+01 5.805626577482220796e+01 5.002588061896264676e-02
1.995160279904478173e+01 2.065714171348988160e+01 5.939125548746534378e+01 5.211662246587987074e-02
2.095301963285920266e+01 1.886087245833650172e+01 6.018610790880428851e+01 5.125465745810512536e-02
2.021429314345925121e+01 2.030434455088905210e+01 5.948136230565170024e+01 5.192188220828398287e-02
1.799142291964810170e+01 2.115842851661071933e+01 6.085014856374117898e+01 5.575648053496184975e-02
2.072740061371302644e+01 1.992232072741054338e+01 5.935027865887643372e+01 5.015721148502765708e-02
1.923918470495376098e+01 2.132663562427359949e+01 5.943417967077264308e+01 5.209172414562620451e-02
2.064543278311341012e+01 1.796568217521013366e+01 6.138888504167645266e+01 5.200363961766447940e-02
1.963885082796806003e+01 1.971868710444864092e+01 6.064246206758330260e+01 5.219340170991485645e-02
1.762898825024607774e+01 2.030800892778071187e+01 6.206300282197321394e+01 5.581896739639442134e-02
2.098825068956599083e+01 2.136933790640685160e+01 5.764241140402715047e+01 4.846816322136276306e-02
1.978692803010549284e+01 2.116462787917892641e+01 5.904844409071558431e+01 5.014453985790978674e-02
2.088177820076095514e+01 1.942108067140319960e+01 5.969714112783584170e+01 5.021964485777384579e-02
2.000192146575196972e+01 2.092486627365847696e+01 5.907321226058954977e+01 5.071248900489351563e-02
1.783081386097898857e+01 2.178008303920241673e+01 6.038910309981859825e+01 5.481004575491929542e-02
2.080250580322856990e+01 2.177524941931889657e+01 5.742224477745253353e+01 5.084425423658487514e-02
1.946151862858491555e+01 2.165639480193786071e+01 5.888208656947721664e+01 5.294636139353386950e-02
2.072352671964828374e+01 1.971498457562261208e+01 5.956148870472910772e+01 5.250820839487576469e-02
2.012055754395913709e+01 2.122757315332973249e+01 5.865186930271111976e+01 5.305296406778237800e-02
1.762997459516022047e+01 2.219845208240034040e+01 6.017157332243944268e+01 5.754565340523788014e-02
2.025164392754378540e+01 2.116034729250442581e+01 5.858800877995179235e+01 4.922714732130341331e-02
1.933073836803072254e+01 2.076850134845307849e+01 5.990076028351620607e+01 5.131594777801790075e-02
2.043557583026011670e+01 1.886772626408682996e+01 6.069669790565305334e+01 5.061358022777933535e-02
1.987608681509364672e+01 2.038839365884445343e+01 5.973551952606188564e+01 5.116271521500583702e-02
1.740857588284312385e+01 2.122082537702117833e+01 6.137059874013569072e+01 5.526944279466092236e-02
1.962346339069094014e+01 2.029810696975921758e+01 6.007842963954983873e+01 4.929650323199237516e-02
1.896441054859490905e+01 1.980528974662976438e+01 6.123029970477532657e+01 5.122613383631093725e-02
2.008723171060424662e+01 1.801433531003587163e+01 6.189843297935988176e+01 5.130166943918985922e-02
1.946045049471451804e+01 1.979674482809311442e+01 6.074280467719236754e+01 5.137693656495442157e-02
1.712177902883283309e+01 2.038888484219589259e+01 6.248933612897127432e+01 5.527231419652426508e-02
1.978742959195523810e+01 2.172347135760486836e+01 5.848909905043988999e+01 4.760445642784909281e-02
1.914639512689266709e+01 2.134644260899598578e+01 5.950716226411135068e+01 4.927224283284428741e-02
2.032686484098948299e+01 1.944807048705232333e+01 6.022506467195819368e+01 4.953560536072958154e-02
1.968714556901356261e+01 2.099327352584699824e+01 5.931958090513943915e+01 4.989988957045569246e-02
1.722450847952497099e+01 2.181583658044972651e+01 6.095965494002530249e+01 5.428416087074690310e-02
2.092417977512866756e+01 2.163808208305086822e+01 5.743773814182046067e+01 5.045354809548238673e-02
1.967201400478148443e+01 2.152867705800176168e+01 5.879930893721675744e+01 5.249251790520301220e-02
2.065800235811454399e+01 1.966046387894170522e+01 5.968153376294375789e+01 5.208697778949831353e-02
2.011414012455207612e+01 2.133253154466211754e+01 5.855332833078580279e+01 5.227992138661324145e-02
1.738155744123825386e+01 2.227440026503726855e+01 6.034404229372447048e+01 5.685751416345288800e-02
2.027513239837037418e+01 2.122948998283523281e+01 5.849537761879440012e+01 4.881280825772695009e-02
1.942889529006357563e+01 2.066653017369387157e+01 5.990457453624254924e+01 5.084362979507121155e-02
2.047753835761767505e+01 1.880607982127179767e+01 6.071638182111052373e+01 5.017258247135238103e-02
1.985129993578058105e+01 2.038054439933171125e+01 5.976815566488770770e+01 5.036238908360841232e-02
1.746407880470941265e+01 2.122053489975017726e+01 6.131538629554040654e+01 5.454989658023423615e-02
2.033765267852967185e+01 1.982474338422460036e+01 5.983760393724573134e+01 4.891801568250776083e-02
