Mix,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110
EM4,8721383,12290473,7408548,2708345,6879100,5575776,2170468,1651583,2962606,5337770,113719,419784,2843803,403370,223726,65372,177990,889062,531930,288771,88373,541937,258109,276942,1122483,75082,197601,151724,304597,61896,161517,718900,130131,929251,806028,115079,807645,704763,796699,247908,71594,175531,234842,253644,43458,168955,101277,114396,336721,208865,194848,218033,115062,123439,125654,119057,74459,48786,122658,191967,1,1,1,355277,734073,727949,1785589,1749518,436436,454772,308927,76229,151211,44212,45134,319239,126203,105509,434346,639386,604326,394802,147670,446461,76612,300259,195692,164173,107652,26136,72459,42768,95142,601578,703396,373630,200176,376316,463056,725475,568265,98587,57265,504511,227615,256693,73158,179338,86107,49794
EM5,8085372,12474885,7263420,2735931,6599455,5628188,2173560,1706224,2949965,5520190,118587,425309,3061688,405132,235670,65533,186009,901695,552562,309240,90866,541116,272797,301984,1187414,76239,214426,166632,321118,64092,164885,765990,127713,969759,827729,115946,764131,696871,772273,242366,67996,174702,227218,245704,42140,168329,102964,107028,349312,219380,199381,232980,118202,134673,135132,123491,77612,51782,126276,198000,1,1,1,385440,841024,819789,1984703,1932555,486578,465193,307381,76108,164338,42711,45686,341514,135910,112016,490128,716575,652241,475388,155411,479854,76903,291800,209228,168892,105873,30020,75699,40671,90315,631911,763794,411114,205120,440783,533002,798765,621615,115879,67502,575744,255786,293399,85449,196819,97334,52500
EM5,8413191,12718770,7736923,2804654,7194193,5887889,2316353,1847072,3130321,5897896,118222,429330,3059773,425331,245753,68067,193371,949611,572218,326397,90570,566531,280801,306678,1242245,81065,216184,170947,332539,67626,176062,783351,141377,1010486,893025,122092,844701,743655,824186,270793,76495,194060,261788,275674,49406,186695,113201,121193,365603,225846,208957,231849,128305,136400,135954,127525,127150,54886,130198,199017,1,1,1,391033,840364,844164,2023284,2002262,506959,517366,326461,80561,168109,45123,49030,357017,136916,117091,501370,738190,678457,475425,163211,493866,82956,297493,214992,162087,105613,30800,78037,45141,92453,653049,778901,414988,212495,452739,550835,816174,655109,121405,67388,581835,260168,304114,89143,198432,94279,49435
EM5,8388733,12162872,7428977,2661409,6770881,5793897,2206689,1723731,2947035,5628146,119054,426551,3107058,412582,234631,67973,186836,903671,543739,303947,91136,549858,269539,300296,1198906,78325,213084,166651,323909,63676,169714,769849,128977,973059,826946,118694,786578,706793,788607,260272,76516,187599,248340,267309,47291,186223,111952,114743,347269,216193,198745,234443,120957,135984,133424,127284,82163,52839,128898,192465,1,1,1,385729,847402,804725,1988077,1938564,499416,489852,319970,75711,165917,43916,46042,338240,131934,113939,510884,712062,650782,443282,150738,484049,78434,289717,216190,163838,102306,31830,73700,41995,87161,618142,749870,423397,201067,432102,501028,802213,604491,117400,67568,580601,250129,299103,83293,196756,95087,51788
EM5,8772774,13621912,8224862,2982135,7448619,5900702,2410822,1916168,3314389,6166923,126598,447417,3254113,431304,252662,68025,199467,945504,566476,329908,94950,568828,293411,318308,1295915,81260,223459,169638,336967,64743,173461,803335,139780,996578,892577,125592,812347,758403,827090,260830,78947,182527,250486,262956,44996,181910,107576,115273,348465,218393,196125,228552,116669,132757,129766,122724,79433,50647,125073,192690,1,1,1,389214,850370,843109,2002174,1947586,495602,483563,325189,75722,163745,44284,47017,345422,138621,114327,517760,692905,674036,472207,154470,484029,79148,296241,215895,164142,105158,31320,78153,42566,87940,613364,731090,422836,203045,434337,509574,795902,639092,112431,67431,607813,257534,298378,88571,194512,94996,52823
EM5,8133966,12751998,7709820,2837608,7091082,5686801,2299479,1835664,3137622,5864193,120775,437259,3199378,420423,243831,68993,192256,923559,558685,320170,93900,544958,277800,309910,1234314,79902,217966,168509,326386,65088,172567,800866,135256,993025,877056,121704,803420,726174,804111,257581,75544,189467,257965,276429,46979,187983,113992,121597,356194,225790,211054,243862,124222,137448,137804,129543,82170,53970,130102,199997,1,1,1,393045,851534,838885,2075791,1960205,497053,498970,324713,79163,168021,43088,47642,358277,141845,117330,515884,715785,683176,475387,163294,513110,81057,302255,221739,171634,106121,31398,77113,42158,93518,626702,742765,420192,205380,442460,544960,813019,654677,113872,68581,610342,262251,312155,91059,194290,102775,52894
EM5,8603697,12403220,7703849,2760757,7113043,5940058,2268265,1799333,3047468,5830455,123648,438651,3205063,436498,242527,69322,186983,945348,575201,315902,92962,568941,273218,310090,1208423,79403,215668,173181,338765,66294,174665,774251,138048,1037138,920132,123991,856057,743232,849565,258637,79277,190829,250681,262035,46919,180562,112380,119268,359139,221315,204818,224915,122009,130120,135928,125346,78370,52717,126579,196781,1,1,1,391890,841297,827671,2075487,1951280,489053,493762,317188,77133,168925,43824,47437,349295,139746,114330,510513,722116,682153,467590,158989,495309,80503,309601,220379,171580,104993,32671,76767,43043,86311,607483,759644,431882,209023,434947,532406,800625,651759,113597,71242,618469,262227,315091,87680,202226,99560,54701
EM5,8744195,13104124,7882124,2940245,7247770,5905636,2366159,1894194,3240281,6051899,126571,450333,3266218,424956,242494,70095,191872,961064,575847,316852,94860,582437,282593,325114,1239702,84106,220636,174808,338054,66409,179597,809347,142652,1032685,897927,126012,836852,726217,816119,254991,76531,183931,253092,268549,46921,183152,107650,115636,345783,218574,200232,223368,124101,130331,130833,122682,78842,51188,126269,204460,1,1,1,412452,918338,869835,2130142,2107429,534466,521196,347675,82111,173261,48043,50888,382573,144218,125342,516907,770814,698992,494047,170530,514183,85958,312927,225702,177989,109545,31856,82429,44216,94269,676760,790283,429739,217189,447818,570336,810268,671450,117274,71390,630188,263464,311835,93775,204093,103265,54339
EM5,8319099,13154267,8016285,2919051,7353125,5863303,2367855,1865566,3238644,6104177,123708,442321,3267313,425967,250186,66935,193014,930387,563367,328086,95368,568236,288086,319254,1305581,79935,223660,172809,344157,66739,180117,826075,139733,1020281,901799,127162,833697,755930,839939,272804,80354,193102,256046,274370,47695,190226,112111,118947,357729,225706,207907,239515,126575,137476,135186,128163,83670,54556,130293,200700,1,1,1,404995,876277,848362,2051211,2026208,519446,502041,339249,76673,169367,45593,47502,352489,141309,122102,516893,765486,684034,461692,163353,494666,79094,303303,223450,171282,110951,31902,78457,44445,90910,668629,805860,432557,216468,449481,553102,829660,676235,118220,68468,602759,266564,301174,92888,197500,96100,51528
EM5,9101763,14068477,8583571,3080808,7849776,6484251,2524093,1997017,3489336,6574910,128888,467549,3345996,460107,260987,71829,210208,1016968,615315,351147,96151,612210,305830,326419,1372921,88055,233703,183921,354666,71755,186394,847860,152718,1087834,973035,133091,899484,805762,909843,278844,82829,207036,268464,277666,50751,189158,116095,126824,374584,240702,216383,241779,129495,142077,141920,132048,82015,54382,135252,211267,1,1,1,411675,890585,876449,2176402,2055062,535569,520000,335118,81296,173096,46666,51494,371665,153919,119546,535026,767610,711172,493792,165490,513758,84179,321617,237847,174329,116331,32227,81842,45263,93462,664971,776434,467404,218581,472744,551249,860268,675287,120534,74058,640180,271453,317991,92473,211859,102160,56615
EM5,9325521,13698789,8434986,2939831,7693391,6381527,2496108,1958838,3323903,6394890,129602,475497,3467941,466577,254459,73398,205950,1014379,617422,344107,99985,604178,296857,330340,1348323,88623,229391,186717,359295,70831,187654,840629,151918,1095689,953575,130610,904709,779305,884877,272534,82761,196266,270152,281886,49730,194066,114122,123797,378609,236633,214143,241438,129645,137736,139175,130438,84418,55163,137561,204772,1,1,1,406551,908508,869250,2125980,2121453,539946,527056,348196,83047,175852,47811,49813,377195,144926,126427,540602,785123,716885,492678,172594,529291,87463,317883,235440,181826,114654,31832,85682,45234,95824,695121,795954,457663,215532,461545,595389,862032,699512,119630,73304,648424,273732,327037,91753,216428,103055,56166
EM6,6889332,10428035,6749525,2653675,6523344,5606043,2109353,1759648,3003506,5589211,121238,445842,3206234,434064,237826,70305,186471,928835,556097,318431,96533,570165,278894,278826,1251365,83890,221048,175292,347412,72285,184901,816602,146271,1069255,891249,130044,868868,748181,838523,268767,79226,201937,259531,278593,48326,191395,109918,117888,365868,234547,204283,237161,128020,137835,134121,130774,81631,55016,131513,209590,1,1,1,391697,877709,854226,2118880,2071402,532199,526827,334251,77450,167258,46992,47703,368438,148318,122392,525249,776626,712451,487531,167096,514879,83618,312967,232488,178417,112016,33488,83665,44315,98108,644587,796780,451090,220846,481220,560042,872168,677737,126769,72406,630097,277657,415023,126596,278705,139176,71600
EM6,8931135,13838726,8673501,2909571,7148973,6050449,2317271,1912845,3243897,6107628,127066,467397,3131532,439095,236812,70574,194057,935849,553818,330273,92817,569956,284297,284294,1248060,85116,218503,173674,341466,71058,180229,809330,149114,1063492,913124,128155,886595,763976,859851,276306,79756,203785,265571,278215,50076,185217,110837,123541,373328,236389,206304,232251,128897,137599,138047,133273,81824,53935,131424,213455,1,1,1,404020,864012,872377,2158086,2023871,520376,510530,337149,81553,178734,45751,49425,372183,148894,126152,547442,759654,707859,493523,171061,530265,83446,322054,236355,172407,108002,32225,81286,46468,93475,672073,814726,450910,222696,467230,598849,856651,717009,126622,73155,651245,279654,312130,97334,203916,100994,55067
EM6,6866823,10339537,6809187,2592250,6491916,5639360,2106759,1769553,2969123,5632985,121699,450301,3222547,437843,238719,69859,189315,954202,562630,325436,96922,566529,285029,318638,1243474,85170,225771,180414,354884,74684,186486,818828,151326,1094625,917197,130768,899767,762344,876610,272430,82138,204680,273018,288206,51726,193331,112771,126104,381399,239668,207633,241322,129701,139979,141808,129908,86138,55533,133874,203862,1,1,1,404550,890175,888473,2152180,2114984,528820,531127,349167,84273,178064,46650,51844,383556,154575,126918,545065,788480,725454,507496,173611,523923,88056,326019,241979,185046,111709,33084,83660,45149,96162,652614,802001,462546,214877,488930,571365,898186,701417,169738,108793,911032,390911,468417,130168,304951,153623,81624
EM6,7213942,10596607,6866282,2822851,6735902,5872980,2199221,1852678,3245272,5934398,131787,476654,3439148,460794,258160,73314,206747,969958,591831,345440,100399,597410,305289,334784,1363200,87408,239678,184401,375809,76315,199661,887212,153658,1140038,974795,140508,937796,818002,928881,299090,87728,218102,273322,307114,53885,207697,122092,131848,394543,246474,217870,266440,138585,151082,147791,139924,89982,58192,147538,220837,1,1,1,424070,948360,934299,2247513,2162549,562779,541334,366142,87673,178502,49311,52100,400874,155543,134519,584573,826462,739794,519061,176093,559677,89367,333095,246428,193418,116802,34664,86872,47441,100308,717629,882709,482133,242352,493483,628027,926349,729657,129732,77272,681278,377905,443402,133954,287937,143638,75137
EM6,6860577,10921802,7027228,2906605,6826103,5648968,2211348,1891053,3249995,6039731,130146,470222,3413557,458215,259481,74404,206223,992486,592274,349522,101728,604765,300998,334868,1373622,88701,236400,185578,365450,76153,198548,898483,154046,1142462,973954,141649,921631,817095,922443,298268,86425,214927,275009,304744,53561,204761,122563,128286,388488,243243,222414,263264,134766,150946,150990,138293,87687,57733,147890,222713,1,1,1,432338,974123,949183,2285027,2199672,564468,550378,358197,87499,189348,50131,52685,395181,150266,134411,581592,810759,756911,518304,175453,557341,90336,334858,253524,186573,116515,37448,85999,51428,100938,725329,865480,483294,240030,515254,608652,955588,723964,133121,78831,667057,381074,442249,129747,282691,144203,72738
EM6,6746907,10057489,6482792,2702526,6444007,5605857,2097440,1795511,3093317,5647675,122858,448938,3216251,435757,241754,72641,194868,930748,563200,327803,96566,569883,284602,318982,1302994,86216,226214,179182,358597,75236,189813,843757,148437,1095187,928054,136453,890279,778169,875918,280988,82633,214262,265907,291144,50919,197570,117348,123842,374488,236702,211607,254171,131530,147194,143556,134390,88696,57278,140570,213449,1,1,1,417758,931729,890335,2166602,2176330,544370,532011,348752,81856,178732,49836,51443,378238,149215,132791,565091,832378,746114,521709,176321,543090,89029,328305,237720,190084,118886,34141,87375,47707,99336,703734,845618,447369,232635,476009,619407,874315,725298,169636,102920,910478,379563,433967,131554,280483,138105,76895
EM6,7072594,10512963,6893959,2751099,6748952,5862700,2212284,1839436,3151329,5966699,126467,464380,3310863,464810,247141,73457,196481,1007308,594118,335711,99615,612121,290841,330898,1346867,87484,234066,186500,370619,75321,196526,858539,157100,1139031,979073,135531,931209,798662,912945,286898,85108,205569,281155,299079,55083,200679,118690,128845,389139,249479,222840,257289,136645,144831,145830,134653,90005,58181,142298,214778,1,1,1,420250,942742,890919,2198840,2181590,555504,542491,356293,83628,179157,49826,52807,387755,149041,132773,562259,836246,759095,534677,175024,554672,92311,328642,239922,188682,120872,35557,87437,48186,101548,714630,857438,465990,232636,498031,605975,932178,757556,168831,104063,865664,384877,431337,129616,280257,140282,72797
EM6,7162298,10506326,6754110,2760386,6565017,5673435,2127648,1795626,3140991,5820546,126778,463695,3338368,454352,249683,74291,198163,991809,585946,336544,99475,596517,301345,329163,1321809,88180,236661,184891,365006,74766,193863,862603,152009,1135983,937707,135523,919492,801412,896353,285469,84457,211194,274044,292123,51516,200978,119740,127462,387355,243333,211008,255972,133855,147209,147709,136812,90440,56168,142982,215986,1,1,1,421267,959880,901194,2213117,2148639,557816,535756,362044,81952,183345,48173,51939,391558,151143,133597,562563,812503,749497,520718,179135,551748,92254,328899,248312,186024,120069,36534,89089,49442,98410,694823,851083,464995,235429,509789,614677,933434,741805,131141,77366,676811,300200,335778,105833,219023,108803,56647
EM6,7145818,11221007,7187451,2764591,6911535,5776365,2208099,1842590,3114922,5888209,126019,449132,3219231,454954,249250,73059,206156,994009,584831,349046,98008,596696,296306,319506,1330652,89299,228938,184552,371412,75576,194201,857362,159132,1123231,992103,135964,940277,818609,924911,289264,86021,214249,283831,297248,52182,197444,122914,132303,404910,249201,227174,251452,138370,146832,152974,141221,88045,56315,141414,219837,1,1,1,427018,909190,937294,2284766,2188235,555431,550148,356095,85973,187188,51270,54446,396660,158512,133017,575593,834672,770448,534066,183290,561883,91140,334749,254645,189303,124898,35119,88884,46016,102370,706894,831377,480601,227354,491267,622436,895359,726513,163451,101568,866617,377205,441971,128874,278141,135030,75804
EM6,7578385,11028406,7041115,2807856,6815482,5874314,2146882,1849535,3192986,5926686,131573,480586,3476347,465721,259125,76025,212021,1002144,600678,352916,104840,614294,312581,340494,1406010,90558,247425,191105,382140,78750,206478,911960,158657,1176470,1012429,146566,968787,838040,957616,302732,88126,221765,288781,306528,54313,214804,123094,132786,410821,252722,225883,273121,144656,156406,156139,146820,95161,60766,147172,230624,1,1,1,445242,1000695,966646,2389728,2335502,593080,579065,384800,89888,200447,53130,55794,407866,161650,142052,609106,868448,780580,544744,187458,582977,94025,346941,268891,196787,121435,40164,92568,51918,106944,768721,912842,515225,249625,549668,636201,1002298,758586,182140,113353,899754,399499,464531,136604,308755,147444,83191
M1,4219232,6277566,4583618,2054315,4991979,4119287,1536709,1372374,2494286,4274114,96219,364959,2501951,363793,199928,61869,163714,768493,459771,277839,85135,502224,241551,259403,1061917,72132,195824,142780,287550,63222,165412,730102,136218,972368,835292,122830,811363,691040,770699,259674,73443,182434,237428,260485,44503,168417,109751,121754,343967,225760,200766,231250,125104,134579,131993,123875,77080,50603,131013,212019,1,1,1,365480,744253,762856,1912370,1775161,471823,491993,337962,90071,166844,51070,55213,361585,141487,119022,486262,717546,701960,437667,180495,500243,95187,341878,217960,185747,121183,31036,81325,51395,107683,757132,896017,500739,263154,485614,566279,901812,687368,124514,69858,645524,280694,323999,90175,222786,110175,60868
M1,4665307,6862983,4921623,2070569,5011700,4251482,1572718,1388119,2501569,4369139,101237,384401,2594293,373292,198070,62174,161158,775847,458398,271624,86968,501924,243234,265541,1044358,76156,195064,144230,300575,64440,172236,735597,137964,1006402,828236,124738,827952,682714,760754,255537,74673,182941,242060,265381,47552,177583,107280,124330,348712,225282,201623,237264,125641,132574,135660,125331,80381,52608,134285,209285,1,1,1,362856,743547,732360,1890692,1810414,473322,494261,348474,88126,159302,49339,54362,346203,136666,116470,493318,693457,674153,430563,172622,496486,89427,340083,222881,187447,123976,31169,86011,52960,105370,737256,841146,503732,255008,484665,545027,907544,709043,116811,70875,632480,274843,319089,89703,215154,106275,63364
M1,4251814,6722855,4741660,2175828,4993417,4061229,1532164,1373169,2563578,4371079,102212,378041,2635298,361564,202148,60296,159841,759400,450364,276682,87626,486675,248792,267449,1084987,74305,200038,142524,295607,64991,172675,761262,133020,977043,822028,124344,797191,713133,769188,264833,75844,185835,235610,267759,45945,181565,115202,117244,345752,224083,201017,244242,126017,135338,133030,124758,79985,52669,134174,211876,1,1,1,406241,816157,790538,2117746,1938097,511866,519861,371821,93001,175995,54632,57090,367509,148335,125168,521736,712749,703271,479491,187582,524696,93638,354379,230719,198163,127044,31062,91143,52496,111681,691848,821264,467114,238710,429757,529706,810144,665682,106851,65211,615429,263057,309542,96589,218264,103302,61926
M1,4216377,6682422,4709154,2149623,4955577,4138825,1562178,1397224,2555539,4368747,101543,373337,2627861,352357,207753,60395,166159,752592,452332,276573,88361,489604,251516,271975,1094124,73050,201608,144595,295835,62755,168961,761238,137336,965862,844845,124072,812389,704968,794098,260155,75560,183438,237827,260209,46583,173679,113211,122075,349661,228086,204479,232285,122994,133097,136935,124274,80359,52125,134875,211939,1,1,1,370932,751434,767282,1949676,1843713,482733,499546,347235,89021,167483,50036,54524,355777,141308,117548,488875,725356,710066,455933,181958,501283,99980,369084,236751,200490,140520,32199,93740,56957,117209,761595,890497,473239,256248,450213,552910,902350,703266,117165,66023,604796,269889,305958,88845,210591,103051,59720
M1,4388411,6694939,4822179,2171686,4973090,4217763,1530093,1360150,2556592,4287842,102071,393604,2686763,370051,204845,63410,162753,785258,467318,271308,87973,497431,251330,275174,1074243,78729,200833,148698,301129,63906,175310,758694,135592,1016162,833174,126010,812756,716644,783592,265181,80386,185449,237027,271753,48140,179371,109822,118988,356026,224205,201747,242951,127080,136725,138081,127505,80634,53625,140212,215371,1,1,1,375811,770602,763127,1940128,1850447,481126,492750,348809,87133,169746,50747,53779,349899,140759,122415,507575,715125,676570,444116,174723,515369,91794,347587,246419,205254,135035,35581,91263,58323,115623,753075,886838,499163,259573,487349,551439,925046,706853,123048,70559,631366,274968,318889,88519,215737,106602,63673
M2,7882555,12003856,7412339,2954583,7080822,5866301,2262191,1829500,3234870,5767574,126050,458874,3263473,437216,248449,69610,192496,953327,572545,317753,99810,578025,287683,317219,1276841,85481,227983,168010,337503,70310,186418,845116,146481,1082081,903697,131104,879824,767613,854581,273772,79553,191228,254544,283316,49340,193452,112297,124168,368005,236372,210800,249712,133024,140476,139157,129183,84045,56243,139993,203297,1,1,1,411936,866770,864074,2110661,2058413,534909,540672,369701,84565,169552,52253,53717,366179,144673,126849,500551,695418,654473,442152,166686,489121,86948,321601,218846,174359,112759,30924,77861,46543,94633,629554,762873,444953,222585,439202,509234,870452,646826,117982,68374,604289,272444,319117,89506,206189,102247,57422
M2,7586162,11610894,7253054,2890693,6997051,5657015,2239678,1786126,3202434,5791628,122491,448786,3205043,435743,245383,69265,193567,944555,576711,318315,96815,579383,282905,312863,1276501,86718,225648,168307,341307,70529,190302,837607,146156,1082412,906450,133072,883142,772300,861745,273124,81257,191042,257936,286463,48901,191847,111913,121825,366396,231838,205988,248425,132489,140601,140346,132876,86566,56024,139985,209953,1,1,1,386221,825542,809418,1995853,1928764,498268,497384,343904,82845,164431,49333,52065,355959,143288,120064,509079,733315,681189,449022,165551,503366,88813,320710,221314,178623,117234,30596,81837,48754,101050,651407,754382,438039,215481,427177,498276,809656,642003,112395,67364,603907,256721,302235,87963,194184,95709,57914
M2,7482667,11619081,7331071,2876331,7091688,5662489,2288910,1819062,3244697,5882338,121932,446553,3269969,427692,246998,69215,197320,916540,564934,332371,100257,567580,284454,313207,1296572,83801,228261,168569,337746,70474,187499,856463,147261,1077885,922635,135967,865477,803654,846088,280244,82437,196052,257327,283943,49424,188548,113681,123283,365805,226554,206593,245146,127058,135623,137773,134000,82930,55129,137075,205212,1,1,1,399829,837206,816010,1989174,1927488,494646,501201,346143,85152,168990,48992,50253,347899,137316,118725,502251,757528,711907,486287,178290,526654,91557,335380,225207,185276,118613,31706,84034,49234,102101,667460,772002,447095,224784,425060,513825,837414,626746,110647,66994,592494,255341,304225,85819,205768,100158,58308
M2,7465892,11476625,7124114,2806410,6815177,5720212,2187627,1765947,3148747,5639190,122551,449903,3277242,427465,242031,69218,194230,937796,572766,316732,97643,572317,286505,317325,1291785,84581,223997,169053,341719,68851,185625,839387,142613,1082496,899599,132513,879107,757617,850955,271885,79955,191612,252239,280555,48260,188167,114347,125360,368027,232151,205621,250338,129580,139899,134703,130128,86395,54005,136126,203420,1,1,1,402404,829499,815221,2002107,1904226,506828,511072,352530,83087,164106,47163,51926,346885,135795,120613,520850,720415,664722,444042,164737,499575,87128,315101,218884,178318,109223,32093,79700,47836,100178,670553,776328,446326,226846,440131,522839,825225,629991,113471,67520,598540,259549,297723,84419,198864,95420,55188
M2,7934061,11809679,7269554,2857346,6935057,5976668,2305052,1821709,3162478,5881261,120101,450804,3215851,439240,242962,72089,201771,956309,586671,328050,96907,584001,287795,315078,1308540,84923,222382,171377,335698,70158,186334,833963,148823,1085141,948250,134621,893196,790746,890200,277270,82274,193925,266051,282516,50193,189245,116758,128589,382221,238504,216733,245717,131041,142161,142130,134518,80944,55811,137965,212276,1,1,1,399421,815386,825813,2026871,1960364,535484,542116,367990,88336,176432,49917,56110,386222,149339,128077,508789,758588,711377,477300,177722,518962,93932,332023,216960,184725,115315,31787,81071,48618,98028,682281,774214,429896,223942,421519,503160,796901,634604,114557,66791,563486,256435,286130,84280,193750,96388,55328
M3,6216176,9634545,6289264,2556570,6441075,5267915,2061769,1722057,3023561,5523314,117227,427706,3093578,409036,236838,67568,188537,887724,545112,322119,94931,547473,282030,307477,1265224,80763,219491,167433,341674,68031,186434,837100,147528,1052654,941144,134302,868289,774522,866466,276256,80888,198855,261839,279903,50724,191595,116874,127366,374882,237061,216837,247059,130882,145763,145393,134823,84622,57104,138905,214341,1,1,1,393405,834853,830536,2102463,1963086,514716,506596,344746,84713,170885,49990,52062,362388,147839,123178,516402,759628,707404,494829,176768,515573,90501,330124,222553,180313,118376,32571,83378,47967,101006,685664,816032,438210,236419,451163,546838,846854,664727,116742,67494,592674,268759,294240,90016,207005,99756,54320
M3,6085162,9269157,6207943,2473525,6237577,5228748,2030254,1696206,2947839,5499285,111147,412646,2969348,412992,234466,66701,191877,907117,543045,314830,91179,563732,281242,299673,1253372,82541,218291,168564,328123,69250,182654,831282,150818,1059091,927065,130596,878856,777356,871047,275224,78693,199386,260702,277133,50877,187961,113289,127012,374595,239968,212676,243902,128158,141972,143933,131924,80050,53708,136713,215824,1,1,1,404673,838095,846711,2122971,1925972,517081,515329,345398,86297,174349,48258,50992,360066,147691,122664,518339,741078,703780,475605,170331,511994,88402,329384,232222,180597,122522,31244,83579,46147,100590,660035,815457,444753,235583,442148,561305,837695,675149,115982,66297,611023,263912,292392,88311,201153,97719,54545
M3,5962412,9345398,6208277,2551880,6350743,5256709,2059073,1707323,3001300,5475752,116567,423052,3061078,411172,237932,66317,193586,894063,539743,324245,94435,552549,285860,306004,1264567,81665,221905,168594,330785,70658,181473,844470,147451,1060676,939347,133600,866663,785074,878104,280866,81576,201261,261912,279647,50713,193713,116532,127393,371620,238263,213264,245809,129232,144277,143906,133332,84946,54880,138035,215172,1,1,1,396060,844913,845455,2033858,1966379,513450,513460,348673,85823,178375,48304,51507,366948,147535,121358,524818,725260,700159,485249,175627,515131,88785,336372,233412,182711,120661,30576,85622,46769,101514,672732,808974,432860,227227,446004,557996,842091,671664,117063,68057,615925,260600,300935,91220,193638,97834,54640
M3,6070516,9608924,6293828,2664261,6339029,5441997,2090381,1753398,3087110,5625488,122351,452119,3205316,431358,248817,71141,195972,952325,575987,326704,100500,581574,295809,323543,1326856,85651,233964,177776,354745,75023,197030,880957,154421,1130489,960920,137853,939397,818675,884163,288763,82330,206281,270271,301060,51310,202654,117241,130083,388698,244448,219683,265780,138524,148395,150401,137371,88404,58662,145143,221247,1,1,1,407182,893343,874661,2107657,2035973,549073,548735,369399,87399,184742,51045,55648,385020,149235,132252,553129,787243,747905,498102,184895,555820,93024,340966,250223,189620,126095,35476,87599,51365,103120,694807,835783,484927,232271,490124,566517,913334,677501,123812,74317,657462,279676,331953,93445,227248,114819,63035
M3,6375665,9687409,6454193,2641179,6637848,5570973,2163247,1776687,3102055,5675527,117264,437434,3161400,438581,248225,71646,202923,952788,573375,337356,96628,587297,293269,315477,1302236,85932,227757,181276,347687,74175,190397,853343,158776,1116274,982751,139129,924069,806559,903616,290809,86488,208930,276016,291325,52186,194158,120802,131744,392197,251480,226994,254575,138749,146987,146981,140795,88261,55848,144263,226635,1,1,1,418030,884790,879535,2204024,2076252,558864,555959,378640,92761,187671,52912,57245,402624,158731,134226,570654,817698,763910,521132,193410,544543,97319,357791,237546,193647,125645,32633,87797,51823,105753,728257,835873,455860,240471,472774,593307,885117,716164,128158,74890,644864,297061,323779,98587,221756,109739,60860
M4,10276374,22310116,12495766,4130598,10091487,11646018,4199622,6812286,4774638,13643398,300361,629887,5042274,900925,397709,133921,338511,1758642,767977,995035,118559,810304,523918,552555,2755293,91438,294448,434196,658992,193379,279877,1215266,356880,2051305,937419,167301,1364148,1323832,1612452,367145,94373,477936,472827,411294,99117,311002,164222,84434,618366,467853,177023,267621,162840,193450,194684,180873,118478,59424,124505,167146,1,1,1,476947,1541389,1581115,2021000,1636923,506514,222136,93422,30638,159896,35790,40227,424297,89111,90569,512186,683593,283196,506101,32308,248822,15601,38855,136534,27208,14917,20498,10891,8400,65486,254777,480913,228562,21171,679905,764037,439094,377740,239816,131609,452232,205690,193233,104561,63829,33843,6011
M4,10122475,23522686,12134961,4149570,9706921,11452567,4034602,6602862,4705920,13481705,304390,642129,5092138,911544,390040,134088,331197,1760310,754468,968543,120993,810356,508742,559729,2691109,91862,299399,434182,684516,203940,289656,1286947,363219,2106291,953339,171930,1419426,1343646,1639960,374845,97720,480492,479559,420187,98079,321544,154709,84354,578458,434252,166601,269132,159682,189553,178540,167102,114982,56444,117490,167054,1,1,1,476948,1570135,1589440,1971138,1583518,492988,222537,92053,29822,158181,36128,37979,413595,89021,89758,525106,703547,316066,563353,36439,278141,15878,45555,163223,33714,17996,24204,13654,9010,79020,287172,525628,250725,21743,745365,847636,487253,393744,247519,138311,457693,202059,191116,99224,62337,33045,9407
M4,11219880,25603793,13231245,4314447,10125380,11402062,4264245,6991620,4873564,13916721,308746,647150,5207627,883943,414080,136952,348827,1718854,779568,1000123,123157,797774,536467,571634,2758394,91153,309772,434752,667945,196987,277274,1273961,353402,2010267,935112,174421,1327916,1341486,1639710,378092,95586,491132,455322,407901,97890,320318,161577,83583,585732,438151,170229,273936,157614,190126,184980,174747,115218,59650,121169,166123,1,1,1,475616,1620306,1574830,2080256,1665838,524203,238835,99461,30063,169197,36563,40040,439673,94597,97544,604565,797638,343366,609970,37934,306256,18218,47945,167448,33201,17038,24614,9005,9690,76875,274115,488524,237417,20928,679092,782239,450246,387661,231859,125346,437333,189157,176137,97895,54983,31014,7045
