3078128,17316495,5674334,5674334,962233,1685084,5015641,2288212,6038480,1641643,9442128,80390,108360,2693593,345875,211367,78997,110018,566093,248247,571440,204488,313067,340437,405762,82768,118268,312922,505285
3116496,15731190,5020403,5020403,986113,1888157,4893424,2200145,5059659,1830971,10347316,80035,123349,3553680,340547,243644,64666,129909,658047,284767,595567,277105,338875,427368,486383,91500,156865,445726,669394
3356115,14628317,4340131,4340131,1007345,2069989,4922935,2296304,4661562,1957769,11565155,84063,140636,4608655,363830,241326,60938,145381,755671,327672,649484,317816,465270,443499,579742,108476,179607,503783,778985
