Mix,1,2,3,4,5,6,7,8,9,10,11
EM1,322799,1106515,2897012,184147,661362,103052,649113,1426170,1794972,312523,2464928
EM2,476186,2221528,6033576,544007,1339077,203795,2048955,4455071,7384803,1028755,8066291
M1,533192,2387517,6459922,315713,1281427,146603,1207715,2651015,4096510,511788,4806008
M2,502996,1876509,4904278,306558,1000464,140293,1039320,2244171,3128409,489945,3603905
M3,342089,1339236,3674072,355343,876685,155150,1327362,2928089,4543645,696194,5279339
