Mix,1,2,3,4,5,6,7,8,9,10,11
EM1,1583642,11632208,4011514,3141549,414129,999790,3675716,1640958,5304753,908554,7867764
EM2,2140800,21837203,7068729,6114719,1229781,1896748,12126759,5305438,22197745,3124249,24330519
M1,2936402,26711728,9098951,6980556,786976,1561621,9006828,3839734,15063477,1897968,18431223
M2,2924136,22547061,7725852,5592082,827562,1693834,7565079,3479995,11795157,1828097,14913016
M3,1778308,14219690,4767054,4149886,859643,1501276,8457864,3904066,14776350,2148019,18046644
